,Composition,Space Groups,Replicates,Error Code,Filename,Prototype
1737,CoNiSn,['P63/mmc'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_21_CollCode102582.cif']],[['InNi2#Co1.75Ge']]
1738,BaAlGe,"['P-6m2', 'P6/mmm']",3,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_71_CollCode417662.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_49_CollCode166380.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_73_CollCode606148.cif']]","[['LiBaSi'], ['AlB2']]"
1739,ScOI,['C12/m1'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_19_CollCode419335.cif']],[[None]]
1740,KNaO,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode32743.cif']],[['Cu2Sb']]
1741,YPdSb,['F-43m'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_62_CollCode108669.cif']],[['MgAgAs']]
1742,ScAuAl,['P-62c'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode430622.cif']],[['Mg2Ga']]
1743,UMnAl,"['Fd-3mS', 'P63/mmc']",3,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_8_CollCode57992.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_77_CollCode608560.cif']]","[['Laves(cub)#MgCu2'], ['MgZn2']]"
1744,TbPdZn,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_58_CollCode183340.cif']],[['ZrNiAl']]
1745,DyCoSn,['Pnma'],3,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_10_CollCode54415.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_10_CollCode54584.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_41_CollCode106459.cif']]",[['TiNiSi']]
1746,NdCuSn,"['P63/mmc', 'P63mc']",4,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_6_CollCode628539.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_59_CollCode408968.cif']]","[['BeZrSi'], ['LiGaGe']]"
1747,NbRhGe,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_23_CollCode637230.cif']],[['TiNiSi']]
1748,HCaF,['Fm-3m'],3,0,[['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode674549.cif']],[['CaF2']]
1749,PrTiGe,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_6_CollCode93638.cif']],[['UP2#UAs2']]
1750,ErSnGe,['Cmcm'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_38_CollCode261755.cif']],[['ZrSi2']]
1751,PrIrGe,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_22_CollCode636724.cif']],[['TiNiSi']]
1752,ScIrGe,['Pnma'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_22_CollCode636730.cif']],[['TiNiSi']]
1753,UFeCo,['Fd-3mS'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode102411.cif']],[['Laves(cub)#MgCu2']]
1754,TmPdGa,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode635092.cif']],[['TiNiSi']]
1755,ThMnAl,['Fd-3mS'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_8_CollCode57990.cif']],[['Laves(cub)#MgCu2']]
1756,UCuGa,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_68_CollCode602613.cif']],[['BeZrSi']]
1757,HoPdZn,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_58_CollCode183342.cif']],[['ZrNiAl']]
1758,FeCoSn,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode102405.cif']],[['InNi2#Co1.75Ge']]
1759,HfCoSb,['F-43m'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_61_CollCode108294.cif']],[['MgAgAs']]
1760,GdFeCo,['Fd-3mS'],4,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode102388.cif']],[['Laves(cub)#MgCu2']]
1761,ScCuZn,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_7_CollCode629026.cif']],[['MgZn2']]
1762,YAlGe,['Cmcm'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode76295.cif']],[['YAlGe']]
1763,PtSbSe,['P213'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_7.zip_CollCode649563.cif']],[['NiSbS']]
1764,TmRuSi,['Pnma'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_7.zip_CollCode88068.cif']],[['TiNiSi']]
1765,ZrNiSb,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_76_CollCode408195.cif']],[['TiNiSi']]
1766,LuCuGe,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_40_CollCode57197.cif']],[['CaIn2']]
1767,TbLiGe,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_66_CollCode601256.cif']],[['ZrNiAl']]
1768,BaPtAs,['P213'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_40_CollCode59192.cif']],[['ZrSO']]
1769,OsAsS,['P121/c1'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_78_CollCode42580.cif']],[['FeAsS#CoSb2']]
1770,RhTeCl,"['C12/m1', 'C1m1']",6,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_91_CollCode56853.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_58_CollCode406932.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode406932.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_75_CollCode405714.cif']]","[['RhTeCl'], [None]]"
1771,AuOCl,['R-3R'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_2.zip_CollCode8190.cif']],[[None]]
1772,ScIrP,['P-62m'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_37_CollCode422403.cif']],[['ZrNiAl']]
1773,LuCuPb,['P63mc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_25_CollCode107286.cif']],[['LiGaGe']]
1774,TmPtP,['P-6m2'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_2_CollCode77778.cif']],[['LiBaSi']]
1775,UFeGe,['P121/m1'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_28_CollCode55539.cif']],[['UFeGe']]
1776,BiSeCl,['Pnam'],2,0,[['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_1.zip_CollCode40862.cif']],[['PbCl2']]
1777,RbNaO,['P4/nmmS'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_39_CollCode61092.cif']],[['PbClF']]
1778,ErCoSi,['Pnma'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_67_CollCode601847.cif']],[['TiNiSi']]
1779,YbIrSb,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_38_CollCode422623.cif']],[['TiNiSi']]
1780,CeOF,['Fm-3m'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode28889.cif']],[['CaF2']]
1781,CaMgPd,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_84_CollCode426616.cif']],[['TiNiSi']]
1782,EuInGe,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_90_CollCode280797.cif']],[['EuInGe']]
1783,ZrPtSi,['Pnma'],4,0,"[['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_1.zip_CollCode260792.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_46_CollCode649654.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_7.zip_CollCode649654.cif']]",[['TiNiSi']]
1784,HfPtAl,['P-62c'],3,3,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_64_CollCode187276.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_36_CollCode261008.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_30_CollCode156267.cif']]",[['Mg2Ga']]
1785,WFeB,['Pnma'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode614256.cif']],[['TiNiSi']]
1786,DyAlSi,['I41/amdZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_26_CollCode154779.cif']],[['ThSi2']]
1787,LuPtP,['P-6m2'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_81_CollCode44915.cif']],[['LiBaSi']]
1788,LiCaN,['Pnma'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode107304.cif']],[[None]]
1789,ZrTaSi,['P63/mmc'],2,3,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode652347.cif']],[['MgZn2']]
1790,HoAlGa,['P6/mmm'],3,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_74_CollCode198960.cif']],[['SmNiSb']]
1791,TmAsS,['P121/c1'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode611336.cif']],[['CeAsS']]
1792,YbHCl,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_8_CollCode428163.cif']],[['PbClF']]
1793,TaRhGe,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_77_CollCode421092.cif']],[['TiNiSi']]
1794,NdAlSi,['I41/amdZ'],2,0,[['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_1.zip_CollCode157958.cif']],[['ThSi2']]
1795,TiRuSb,['F-43m'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_25_CollCode107127.cif']],[['MgAgAs']]
1796,GdSF,['P4/nmmZ'],4,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_9_CollCode94473.cif']],[['PbClF']]
1797,YZnSn,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode152622.cif']],[['YPtAs']]
1798,RhAsTe,['Pa-3'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode611281.cif']],[['FeS2']]
1799,EuZnPb,['Imma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_11_CollCode631515.cif']],[['KHg2']]
1800,UFeGa,"['P-62m', 'P63/mmc']",2,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_12_CollCode631840.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_12_CollCode631839.cif']]","[['ZrNiAl'], ['MgZn2']]"
1801,TiNBr,['PmmnS'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode27395.cif']],[['FeClO']]
1802,CeAuZn,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_31_CollCode418712.cif']],[['TiNiSi']]
1803,ZrOsAl,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_77_CollCode609017.cif']],[['MgZn2']]
1804,GdAuIn,['P-62m'],3,3,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_16_CollCode58465.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_24_CollCode104011.cif']]",[['ZrNiAl']]
1805,CeCdTl,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_87_CollCode619670.cif']],[['BeZrSi']]
1806,ErRhGa,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_9_CollCode630573.cif']],[['TiNiSi']]
1807,ErRhGe,['Pnma'],6,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode85996.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode86114.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode86113.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode86112.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode86111.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_9_CollCode630643.cif']]",[['TiNiSi']]
1808,MgYIn,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_40_CollCode160910.cif']],[['ZrNiAl']]
1809,NdScSb,['I4/mmm'],2,1,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_84_CollCode427130.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_25_CollCode290842.cif']]","[['La2Sb', 'Ti2Sb']]"
1810,CaHgSn,"['P63/mmc', 'P63mc']",2,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_57_CollCode659596.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_68_CollCode602726.cif']]","[['BeZrSi'], ['LiGaGe']]"
1811,CaNiN,['P42/mmc'],5,0,[['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode656846.cif']],[['YCoC']]
1812,NdMgPt,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_13_CollCode412356.cif']],[['ZrNiAl']]
1813,SmCuGe,['P6/mmm'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode76336.cif']],[['SmNiSb']]
1814,ErRhPb,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_58_CollCode434045.cif']],[['InMg2']]
1815,GdPdIn,['P-62m'],2,3,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode635838.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_14_CollCode415506.cif']]",[['ZrNiAl']]
1816,CePtSb,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode102263.cif']],[['CaIn2']]
1817,EuClF,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_62_CollCode108938.cif']],[['PbClF']]
1818,UFeAl,"['P-62m', 'P63/mmc']",3,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_76_CollCode607706.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_28_CollCode196831.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_76_CollCode607711.cif']]","[['ZrNiAl'], ['MgZn2']]"
1819,SmMnGe,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode85955.cif']],[['TiNiSi']]
1820,TmRuGe,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode85941.cif']],[['TiNiSi']]
1821,CaPtAs,['I41md'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_4.zip_CollCode60828.cif']],[[None]]
1822,RuTeSe,['Pa-3'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_47_CollCode650613.cif']],[['FeS2']]
1823,AlOCl,['PmnmS'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_19_CollCode27812.cif']],[['FeClO']]
1824,CeGaGe,['I41/amdS'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_88_CollCode621125.cif']],[['ThSi2']]
1825,PrPtGa,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode635124.cif']],[['TiNiSi']]
1826,LuPdGe,['Imm2'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_33_CollCode420245.cif']],[['HoPdGe']]
1827,TiRhSb,['F-43m'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_28_CollCode105916.cif']],[['MgAgAs']]
1828,ZrPtGe,['Pnma'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_24_CollCode637663.cif']],[['TiNiSi']]
1829,CaCuGa,['Imma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_17_CollCode58884.cif']],[['KHg2']]
1830,ErRuGe,['Pnma'],3,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode85940.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_84_CollCode88190.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode85916.cif']]",[['TiNiSi']]
1831,PrPS,['Pnma'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_44_CollCode647960.cif']],[['GdPS']]
1832,EuZnGa,['Imma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_13_CollCode411845.cif']],[['KHg2']]
1833,HTiFe,['P2221'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_67_CollCode602022.cif']],[[None]]
1834,TiOBr,"['P21/m11', 'PmmnS', 'PmmnZ']",8,2,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_12.zip_CollCode240499.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_23_CollCode153713.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_12.zip_CollCode155650.cif']]","[[None], ['FeClO'], ['FeClO']]"
1835,LuAgSi,['P-62m'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_73_CollCode605536.cif']],[['ZrNiAl']]
1836,EuPtAs,['I41md'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_4.zip_CollCode60829.cif']],[['LaPtSi']]
1837,HoFeRu,['Fd-3mS'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_23_CollCode103508.cif']],[['Laves(cub)#MgCu2']]
1838,LuCuSn,"['P63/mmc', 'P63mc']",3,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_6_CollCode628323.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_22_CollCode103046.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode416546.cif']]","[['BeZrSi', 'CaIn2'], ['LiGaGe']]"
1839,LaPS,['Pnma'],2,0,[['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_1.zip_CollCode641637.cif']],[['GdPS']]
1840,DyCoSi,['Pnma'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_84_CollCode88272.cif']],[['TiNiSi']]
1841,HfSiS,['P4/nmmS'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_8.zip_CollCode25735.cif']],[['UP2#UAs2']]
1842,YbMgGe,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_7_CollCode57079.cif']],[['TiNiSi']]
1843,NdPdSb,"['P63/mmc', 'Pmmb']",3,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_41_CollCode645716.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode76599.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_62_CollCode80274.cif']]","[['BeZrSi', 'CaIn2'], [None]]"
1844,LuRhPb,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_58_CollCode434044.cif']],[['InMg2']]
1845,TbScSb,"['I4/mmm', 'P4/nmmZ']",2,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_84_CollCode427131.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_90_CollCode193328.cif']]","[[None], ['Cu2Sb']]"
1846,SmCuSi,"['P6/mmm', 'P63/mmc']",4,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode76323.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode30763.cif']]","[['AlB2'], ['BeZrSi']]"
1847,TmRhGe,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode85997.cif']],[['TiNiSi']]
1848,UOsAl,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_77_CollCode609016.cif']],[['Laves(4H)#MgNi2']]
1849,ErNiIn,['P-62m'],2,3,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_48_CollCode165162.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_12_CollCode55852.cif']]",[['ZrNiAl']]
1850,PdPS,['Pbcn'],2,0,[['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_1.zip_CollCode2331.cif']],[['PdPS']]
1851,EuPtGe,['P213'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_80_CollCode401561.cif']],[['ZrSO']]
1852,TiNI,['PmmnS'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode27394.cif']],[['FeClO']]
1853,LaZnSn,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode152623.cif']],[['YPtAs']]
1854,ThNiGa,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode634951.cif']],[['ZrNiAl']]
1855,TbZrSb,['I4/mmm'],3,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode152637.cif']],[['La2Sb']]
1856,HoOCl,['P4/nmmS'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_5.zip_CollCode76171.cif']],[['PbClF']]
1857,SmSF,['P4/nmmZ'],6,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_9_CollCode94472.cif']],[['PbClF']]
1858,ZrRuSb,['F-43m'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_25_CollCode107126.cif']],[['MgAgAs']]
1859,EuCdSn,['P63mc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_87_CollCode619856.cif']],[['LiGaGe']]
1860,AuCdSn,"['F-43m', 'Fm-3m']",2,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_16_CollCode58419.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_79_CollCode611701.cif']]","[['MgAgAs'], ['CaF2']]"
1861,CeNiZn,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_53_CollCode656582.cif']],[['ZrNiAl']]
1862,YbCoAl,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_74_CollCode606725.cif']],[['MgZn2']]
1863,SmCuCd,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_53_CollCode656596.cif']],[['ZrNiAl']]
1864,YbAlGa,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_76_CollCode607814.cif']],[['BeZrSi']]
1865,ErAlGa,['P6/mmm'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_74_CollCode198961.cif']],[['SmNiSb']]
1866,ZrCrAl,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_74_CollCode606876.cif']],[['MgZn2']]
1867,PrAuIn,['P-62m'],2,3,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_17_CollCode58502.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_80_CollCode612052.cif']]",[['ZrNiAl']]
1868,NdPtAl,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_12_CollCode150174.cif']],[['TiNiSi']]
1869,LiSrP,"['P-6m2', 'P63/mmc']",4,5,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_12.zip_CollCode56443.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_10.zip_CollCode416889.cif']]","[['LiBaSi'], ['BeZrSi']]"
1870,TmPtAl,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_77_CollCode609162.cif']],[['TiNiSi']]
1871,MnPdSb,['F-43m'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_36_CollCode643314.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode76099.cif']]",[['MgAgAs']]
1872,HgIBr,['Cmc21'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_62_CollCode109010.cif']],[['HgI2(oS12)']]
1873,YbPtGa,['Pnma'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_75_CollCode246649.cif']],[['TiNiSi']]
1874,CeCoNi,['Fd-3mS'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_70_CollCode603816.cif']],[['Laves(cub)#MgCu2']]
1875,DyZnSi,['P6/mmm'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_2_CollCode53383.cif']],[['AlB2']]
1876,YAlSi,['Cmcm'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode99138.cif']],[['YAlGe']]
1877,CaPtGe,['Pnma'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_39_CollCode106343.cif']],[['TiNiSi']]
