,Composition,Space Groups,Replicates,Error Code,Filename,Prototype
1163,MgNiBi,['F-43m'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode76253.cif', 'sd_0540430.cif']]",[['MgAgAs']]
1164,HfOsSi,"['Ima2', 'P-62m']",4,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_27_CollCode638752.cif', 'sd_0459459.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_27_CollCode638753.cif', 'sd_0551796.cif']]","[['TiFeSi'], ['ZrNiAl']]"
1165,UNiAl,['P-62m'],5,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_81_CollCode199274.cif', 'sd_0537549.cif']]",[['ZrNiAl']]
1166,LaAsS,['P121/c1'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_79_CollCode610779.cif']],[['CeAsS']]
1167,TiPdSi,['Pnma'],2,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_7.zip_CollCode648877.cif', 'sd_0536997.cif']]",[['TiNiSi']]
1168,YbNiSn,['Pnma'],5,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_10_CollCode54360.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_43_CollCode646817.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_14_CollCode429598.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_65_CollCode600650.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_27_CollCode105380.cif', 'sd_0537880.cif', 'sd_1240409.cif', 'sd_0300461.cif', 'sd_1939682.cif']]",[['TiNiSi']]
1169,FePtSb,['P213'],2,1,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_15_CollCode633196.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_23_CollCode103606.cif', 'sd_0546997.cif', 'sd_0459310.cif']]","[['NiSbS', 'ZrSO']]"
1170,ScFeAl,['P63/mmc'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_75_CollCode607627.cif', 'sd_1009338.cif']]",[['MgZn2']]
1171,GdMnNi,['P63/mmc'],1,1,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode635961.cif', 'sd_0538133.cif']]","[['MgNi2', 'Laves(4H)#MgNi2']]"
1172,NbCoSn,"['SG CONFLICT', 'SG CONFLICT']",3,2,[['SG CONFLICT']],[['SG CONFLICT']]
1173,NdCoSi,['P4/nmmZ'],9,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_55_CollCode658268.cif']],[['PbClF']]
1174,TbSnGe,['Cmcm'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_38_CollCode261752.cif']],[['ZrSi2']]
1175,AgCdSb,['F-43m'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_0_CollCode52549.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_46_CollCode292010.cif', 'sd_0539472.cif']]",[['MgAgAs']]
1176,YbLiBi,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
1177,ScCrMn,['P63/mmc'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_58_CollCode183390.cif', 'sd_1634662.cif']]",[['MgZn2']]
1178,ScNiSn,"['SG CONFLICT', 'SG CONFLICT']",3,2,[['SG CONFLICT']],[['SG CONFLICT']]
1179,HoCuPb,"['P63/mmc', 'P63mc']",2,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_5_CollCode627959.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_25_CollCode107283.cif']]","[['BeZrSi'], ['LiGaGe']]"
1180,YFeNi,"['SG CONFLICT', 'SG CONFLICT']",1,2,[['SG CONFLICT']],[['SG CONFLICT']]
1181,YbLiSb,['Pnma'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_0_CollCode428104.cif', 'sd_1712869.cif']]",[['TiNiSi']]
1182,RhSbSe,['P213'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_8.zip_CollCode650254.cif']],[['NiSbS']]
1183,SmPdTl,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_28_CollCode105682.cif']],[['ZrNiAl']]
1184,PtSbTe,['Pa-3'],2,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_7.zip_CollCode649572.cif', 'sd_1006252.cif']]",[['FeS2']]
1185,UIrSn,['P-62m'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_0_CollCode199712.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_31_CollCode641059.cif', 'sd_1324243.cif']]",[['ZrNiAl']]
1186,SmLiGe,['P-62m'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode76290.cif', 'sd_1008103.cif', 'sd_1234284.cif']]",[['ZrNiAl']]
1187,HfPtSi,['Pnma'],6,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_27_CollCode638791.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_16_CollCode239656.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_8.zip_CollCode239656.cif', 'sd_0459452.cif']]",[['TiNiSi']]
1188,CeRhGa,['Pnma'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_54_CollCode180293.cif', 'sd_1323263.cif', 'sd_1718133.cif']]",[['TiNiSi']]
1189,KAgSe,['P4/nmmS'],3,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode52586.cif']],[['PbClF']]
1190,CaAuGe,"['C12/m1', 'Pnma']",2,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_68_CollCode85834.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_68_CollCode85836.cif']]","[['SrAgGe'], ['AuCaGe']]"
1191,NaMnBi,['P4/nmmS'],4,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_41_CollCode60738.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_84_CollCode616814.cif']]",[['PbClF']]
1192,KLiTe,['P4/nmmZ'],6,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_51_CollCode67887.cif']],[['PbClF']]
1193,CaPtPb,['Pnma'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_68_CollCode602366.cif', 'sd_0537636.cif']]",[['TiNiSi']]
1194,NaTlO,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
1195,MnAlGe,"['P4/nmmS', 'P4/nmmZ']",3,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_78_CollCode42750.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_76_CollCode607974.cif']]","[['Cu2Sb'], ['Cu2Sb']]"
1196,LuAuSi,['P-6m2'],3,3,[['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode71999.cif']],[['ScAuSi']]
1197,NpOI,['P4/nmmS'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_71_CollCode200099.cif']],[['PrOI']]
1198,FeSbS,['P121/c1'],2,1,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_10.zip_CollCode24161.cif', 'sd_1213163.cif']]","[['*', 'FeAsS#CoSb2']]"
1199,YbOBr,['P4/nmmS'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode28532.cif']],[['PrOI']]
1200,WNiSi,['P63/mmc'],4,3,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_83_CollCode76725.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_4.zip_CollCode199202.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_80_CollCode199202.cif']]",[['MgZn2']]
1201,DyZnAl,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_75_CollCode607343.cif']],[['BeZrSi']]
1202,NaZnP,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_39_CollCode61083.cif']],[['PbClF']]
1203,ZrMoFe,['P63/mmc'],3,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_14_CollCode632682.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_14_CollCode632685.cif', 'sd_0306336.cif']]",[['MgZn2']]
1204,LuAlGe,['Cmcm'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_76_CollCode607970.cif', 'sd_1406401.cif']]",[['YAlGe']]
1205,IrBiS,['P213'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_84_CollCode616740.cif', 'sd_1006228.cif']]",[['NiSbS']]
1206,LiHB,['Pnma'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_10.zip_CollCode153290.cif']],[[None]]
1207,SmPtIn,['P-62m'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_25_CollCode107095.cif', 'sd_1614957.cif']]",[['ZrNiAl']]
1208,GdCoNi,['Fd-3mS'],4,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_91_CollCode623377.cif']],[['Laves(cub)#MgCu2']]
1209,EuPdZn,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode420683.cif']],[['TiNiSi']]
1210,NdZnSi,['P6/mmm'],4,3,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode105270.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_10.zip_CollCode90394.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_87_CollCode90394.cif']]",[['AlB2']]
1211,EuNiGe,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
1212,HfCoGe,['Pnma'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_91_CollCode623439.cif', 'sd_0300744.cif']]",[['TiNiSi']]
1213,CeCoAl,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
1214,ErFeAl,['P63/mmc'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_75_CollCode607380.cif', 'sd_1009345.cif']]",[['MgZn2']]
1215,LaMnSi,['P4/nmmZ'],9,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode641449.cif']],[['PbClF']]
1216,DyAlGa,['P6/mmm'],2,1,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_74_CollCode198959.cif', 'sd_1923007.cif']]","[['AlB2', 'SmNiSb']]"
1217,NbRhSb,['F-43m'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_25_CollCode107122.cif', 'sd_1612214.cif']]",[['MgAgAs']]
1218,HoRhSi,['Pnma'],4,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_2.zip_CollCode56240.cif', 'sd_0537810.cif']]",[['TiNiSi']]
1219,ErSF,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_9_CollCode94476.cif']],[['PbClF']]
1220,ErPdSn,"['P-62m', 'Pnma']",2,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_10_CollCode630947.cif', 'sd_0458845.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_14_CollCode429594.cif', 'sd_1227704.cif', 'sd_0559170.cif']]","[['ZrNiAl', 'ZrNiAl'], [None, 'TiNiSi']]"
1221,SmCuSn,"['P63/mmc', 'P63mc']",3,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_7_CollCode629261.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_15_CollCode151170.cif']]","[['BeZrSi'], ['LiGaGe']]"
1222,GdScGe,['I4/mmm'],3,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode86068.cif']],[['La2Sb']]
1223,SmZnSn,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode152627.cif']],[['YPtAs']]
1224,LuOBr,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_10.zip_CollCode249338.cif']],[['PrOI']]
1225,CeTeCl,"['P4/nmmZ', 'Pnma']",4,2,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode426282.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode426281.cif']]","[['PbClF'], ['PbCl2']]"
1226,DyNiP,['P63/mmc'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_9_CollCode630012.cif', 'sd_0544464.cif']]",[['YPtAs']]
1227,DyPdZn,['P-62m'],2,3,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_53_CollCode656592.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_58_CollCode183341.cif']]",[['ZrNiAl']]
1228,PrOF,"['SG CONFLICT', 'SG CONFLICT']",6,2,[['SG CONFLICT']],[['SG CONFLICT']]
1229,DyNiZn,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_53_CollCode656586.cif']],[['ZrNiAl']]
1230,NdAuIn,['P-62m'],2,3,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_17_CollCode58499.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_80_CollCode612046.cif']]",[['ZrNiAl']]
1231,NbRhP,['Pnma'],2,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_4.zip_CollCode645173.cif', 'sd_0538751.cif']]",[['TiNiSi']]
1232,URhSn,['P-62m'],3,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_47_CollCode650401.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_0_CollCode199710.cif', 'sd_0300436.cif']]",[['ZrNiAl']]
1233,KZnSb,"['P-6m2', 'P63/mmc']",2,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_81_CollCode44680.cif', 'sd_1713900.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_5_CollCode12161.cif', 'sd_1713875.cif']]","[['LiBaSi'], ['BeZrSi']]"
1234,LiCdAs,['F-43m'],4,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_78_CollCode609965.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_78_CollCode609966.cif', 'COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_1.zip_CollCode609966.cif', 'sd_0540495.cif']]",[['MgAgAs']]
1235,ThCN,['C12/m1'],2,1,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode2785.cif', 'sd_1000326.cif']]","[['ThCN', 'LaCO']]"
1236,HfIrSi,['Pnma'],2,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode638584.cif', 'sd_0459450.cif']]",[['TiNiSi']]
1237,DyAuIn,['P-62m'],4,3,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_11_CollCode54951.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_16_CollCode58441.cif']]",[['ZrNiAl']]
1238,GeAsSe,['Pnna'],2,1,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_71_CollCode100828.cif', 'sd_0461802.cif']]","[[None, 'GeAsSe']]"
1239,NbCrGa,['P63/mmc'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_2_CollCode626038.cif', 'sd_0536179.cif']]",[['MgZn2']]
1240,DyMgPt,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_62_CollCode432467.cif']],[['ZrNiAl']]
1241,CePtZn,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode418546.cif']],[['TiNiSi']]
1242,ZrReFe,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_15_CollCode633223.cif']],[['MgZn2']]
1243,TbMnFe,['Fd-3mS'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_13_CollCode632588.cif']],[['Laves(cub)#MgCu2']]
1244,ZrSiO,['P4/nmmS'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_8.zip_CollCode25731.cif']],[['UP2#UAs2']]
1245,KLiSe,['P4/nmmZ'],4,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_49_CollCode67277.cif']],[['PbClF']]
1246,NdAgSn,"['P63/mmc', 'P63mc']",4,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_29_CollCode155737.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode190139.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_29_CollCode155736.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_11_CollCode55821.cif']]","[['CaIn2'], ['LiGaGe']]"
1247,ScOF,"['SG CONFLICT', 'SG CONFLICT']",8,2,[['SG CONFLICT']],[['SG CONFLICT']]
1248,HfOsP,['P-62m'],2,3,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode638751.cif']],[['ZrNiAl']]
1249,SmCoGa,['Pnma'],1,1,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_24_CollCode102450.cif', 'sd_1214046.cif', 'sd_1007319.cif']]","[['HoNiGa', 'CoGdGa']]"
1250,NpSeO,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_21_CollCode421034.cif']],[['PbClF']]
1251,PdBiTe,['P213'],4,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_5.zip_CollCode70060.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_84_CollCode616961.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_7.zip_CollCode616961.cif']]",[['NiSbS']]
1252,CeRuRh,['Fd-3mS'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode102272.cif']],[['Laves(cub)#MgCu2']]
1253,HfCuSn,['P63mc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode190121.cif']],[['LiGaGe']]
1254,TbRhGe,['Pnma'],4,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode85993.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_24_CollCode637701.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_3_CollCode53892.cif', 'sd_0381077.cif']]",[['TiNiSi']]
1255,LuCuAl,"['Fd-3mS', 'P-62m']",3,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_90_CollCode199643.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_74_CollCode606994.cif']]","[['Laves(cub)#MgCu2'], ['ZrNiAl']]"
1256,DyMnAl,['Fd-3mS'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_40_CollCode57757.cif']],[['Laves(cub)#MgCu2']]
1257,CeSbSe,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
1258,EuAuGe,['Imm2'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_62_CollCode80270.cif']],[['AuEuGe']]
1259,BaAuP,['P63/mmc'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_75_CollCode420340.cif', 'sd_1716199.cif']]",[['BeZrSi']]
1260,YbPdBi,['F-43m'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_17_CollCode58843.cif', 'sd_1013414.cif', 'sd_1215141.cif']]",[['MgAgAs']]
1261,ThRhSi,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
1262,LiMgAs,['F-43m'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_61_CollCode107954.cif', 'sd_1816800.cif', 'sd_0540399.cif']]",[['MgAgAs']]
1263,GdPtSn,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
1264,YbFeGe,['C12/m1'],1,1,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_87_CollCode90460.cif', 'sd_1410634.cif']]","[['YbFeGe', 'FeYbGe']]"
1265,UMnFe,['Fd-3mS'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_23_CollCode103530.cif']],[['Laves(cub)#MgCu2']]
1266,TaCrCo,['P63/mmc'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_90_CollCode622517.cif', 'sd_1815460.cif']]",[['MgZn2']]
1267,ScNbN,['P63/mmc'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_50_CollCode68422.cif']],[['ScTaN']]
1268,DyOF,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
1269,MoFeGe,['P63/mmc'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_63_CollCode109230.cif']],[['MgZn2']]
1270,UTeSe,['Pnma'],4,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode652008.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_19_CollCode52441.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode52441.cif']]",[['PbCl2']]
1271,LiZnN,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
1272,NiSbSe,['P213'],4,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_5.zip_CollCode646435.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode93902.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_6_CollCode93902.cif', 'sd_1504121.cif', 'sd_0558113.cif']]",[['NiSbS']]
1273,UNI,['P4/nmmS'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_16_CollCode25689.cif']],[[None]]
1274,CuAgTe,['Fm-3m'],3,0,[['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode52563.cif']],[['CaF2']]
1275,MoAlB,['Cmcm'],4,1,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_4.zip_CollCode16777.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_5_CollCode251808.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode251808.cif', 'sd_1022472.cif']]","[['UBC', 'MoAlB']]"
1276,CrRhAs,['P-62m'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_79_CollCode43919.cif', 'sd_0376942.cif']]",[['ZrNiAl']]
1277,CrWSi,['P63/mmc'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_4_CollCode626843.cif']],[['MgZn2']]
1278,EuAgCd,['Imma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_13_CollCode411841.cif']],[['KHg2']]
1279,CrPdAs,['P-62m'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_79_CollCode43918.cif', 'sd_0376945.cif']]",[['ZrNiAl']]
1280,ErTiSi,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_7.zip_CollCode88118.cif']],[['Cu2Sb']]
1281,NdHO,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode261768.cif']],[['LaHO']]
1282,HfFeP,['Pnma'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode86280.cif', 'sd_1602854.cif']]",[['TiNiSi']]
1283,UNBr,['P4/nmmS'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_16_CollCode25688.cif']],[[None]]
1284,HoOF,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
1285,MoNiP,['P-62m'],5,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_1_CollCode1133.cif', 'sd_1614040.cif']]",[['ZrNiAl']]
1286,EuCuAs,['P63/mmc'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_61_CollCode107941.cif']],[['BeZrSi']]
1287,HfReSi,['P-62m'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_27_CollCode638814.cif', 'sd_1007337.cif']]",[['ZrNiAl']]
1288,LuPtGa,['Pnma'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_17_CollCode634590.cif', 'sd_0535256.cif']]",[['TiNiSi']]
1289,MoCoGe,['P63/mmc'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_63_CollCode109231.cif']],[['MgZn2']]
1290,TiOsSi,['Ima2'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_44_CollCode647795.cif', 'sd_0551795.cif']]",[['TiFeSi']]
1291,BaAuAs,['P63/mmc'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_75_CollCode420341.cif', 'sd_1716200.cif']]",[['BeZrSi']]
1292,TbCoGa,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_90_CollCode623191.cif']],[['CoGdGa']]
