,Composition,Space Groups,Replicates,Error Code,Filename,Prototype
1158,TbGdAu,['Pnma'],1,0,[['sd_0538235.cif']],[['TiNiSi']]
1159,HfCoSb,['F-43m'],2,0,[['sd_0460704.cif']],[['MgAgAs']]
1160,InSeI,['I41/a'],2,0,[['sd_1716517.cif']],[['InSeI']]
1161,CaMgSn,['Pnma'],4,0,[['sd_1822297.cif']],[['TiNiSi']]
1162,ErPdBi,['F-43m'],3,0,"[['sd_1410337.cif', 'sd_1014391.cif']]",[['MgAgAs']]
1163,NdNiP,['P63/mmc'],1,3,[['sd_0544467.cif']],[['YPtAs']]
1164,BaAuBi,['P63/mmc'],1,3,[['sd_0459422.cif']],[['BeZrSi']]
1165,ErNiGa,['Pnma'],2,0,[['sd_1000489.cif']],[['HoNiGa']]
1166,DyNiSi,['Pnma'],3,0,"[['sd_1640590.cif', 'sd_1024796.cif']]",[['TiNiSi']]
1167,NbRhP,['Pnma'],2,0,[['sd_0538751.cif']],[['TiNiSi']]
1168,ErSeI,['Pmmn'],2,0,"[['sd_0376103.cif', 'sd_1701715.cif']]",[['FeClO']]
1169,CeIrGe,['Pnma'],3,0,[['sd_0535275.cif']],[['TiNiSi']]
1170,CaRhIn,['Pnma'],1,0,[['sd_1703442.cif']],[['TiNiSi']]
1171,ZrNiBi,['F-43m'],1,0,[['sd_1612215.cif']],[['MgAgAs']]
1172,ZrMnGe,['Pnma'],2,0,[['sd_0536032.cif']],[['TiNiSi']]
1173,TiCrAs,['P-62m'],1,3,[['sd_0536026.cif']],[['ZrNiAl']]
1174,LuCoSi,['Pnma'],1,0,[['sd_0458933.cif']],[['TiNiSi']]
1175,ScPdGa,['Pnma'],1,0,[['sd_0535249.cif']],[['TiNiSi']]
1176,TiRhSi,['Pnma'],2,0,[['sd_0536998.cif']],[['TiNiSi']]
1177,PrIrP,['I41md'],1,0,[['sd_1709972.cif']],[['LaPtSi']]
1178,TbPdIn,['P-62m'],3,3,[['sd_0536807.cif']],[['ZrNiAl']]
1179,HfPdGa,['P-62c'],3,3,[['sd_1216333.cif']],[['HfRhSn']]
1180,PrNiSb,"['P6/mmm', 'P63/mmc']",4,5,"[['sd_1405654.cif'], ['sd_1011382.cif']]","[['BeZrSi'], ['BeZrSi']]"
1181,TiPtGa,['P63/mmc'],1,3,[['sd_1216327.cif']],[['BeZrSi']]
1182,BaPtSb,['P-6m2'],1,3,[['sd_2080134.cif']],[['LiBaSi']]
1183,PrPdAl,['P-62m'],1,3,[['sd_1231015.cif']],[['ZrNiAl']]
1184,TbIrSn,['P-62m'],1,3,[['sd_1803661.cif']],[['ZrNiAl']]
1185,SmRhSb,['Pnma'],1,0,[['sd_1410294.cif']],[['TiNiSi']]
1186,LaPdGa,['Pnma'],1,0,[['sd_0535301.cif']],[['TiNiSi']]
1187,GdRhSn,['P-62m'],3,3,[['sd_1004980.cif']],[['ZrNiAl']]
1188,SmIrAl,['Pnma'],1,0,[['sd_1227893.cif']],[['TiNiSi']]
1189,TbNiAs,['P-6m2'],1,3,[['sd_1612375.cif']],[['LiBaSi']]
1190,SrAuP,['P63/mmc'],1,3,[['sd_1709741.cif']],[['BeZrSi']]
1191,PuOF,['Fm-3m'],2,3,[['sd_1502337.cif']],[['CaF2']]
1192,ErSCl,['Pmmn'],1,0,[['sd_1253479.cif']],[['FeClO']]
1193,TmRuGe,['Pnma'],1,0,[['sd_1611330.cif']],[['TiNiSi']]
1194,TaRuB,['Pbam'],1,0,[['sd_1945422.cif']],[['TaRuB']]
1195,CePdBi,['F-43m'],2,0,"[['sd_1221776.cif', 'sd_1940120.cif']]",[['MgAgAs']]
1196,SrCuSi,['P63/mmc'],1,3,[['sd_0302292.cif']],[['BeZrSi']]
1197,YPtSb,['F-43m'],4,0,"[['sd_1941136.cif', 'sd_1407021.cif']]",[['MgAgAs']]
1198,ZrIrGe,['Pnma'],1,0,[['sd_0460116.cif']],[['TiNiSi']]
1199,LuRhSi,['Pnma'],1,0,[['sd_1612177.cif']],[['TiNiSi']]
1200,NdNiSi,['I41md'],3,0,[['sd_1013032.cif']],[['LaPtSi']]
1201,HoZrSb,['I4/mmm'],2,0,[['sd_1615167.cif']],[['UGeTe']]
1202,YIrSi,['Pnma'],3,0,[['sd_0537731.cif']],[['TiNiSi']]
1203,LaRhSn,['P-62m'],3,3,[['sd_1814112.cif']],[['ZrNiAl']]
1204,CaPtSb,['Pnma'],1,0,[['sd_0540591.cif']],[['TiNiSi']]
1205,SmPdAl,['Pnma'],1,0,[['sd_0535683.cif']],[['TiNiSi']]
1206,MgCuAl,['R-3m'],1,3,[['sd_1252018.cif']],[['Mg(Cu0.5Al0.5)2']]
1207,TiNiAl,['P63/mmc'],1,3,[['sd_1413579.cif']],[['MgZn2']]
1208,CoNiSi,['Pnma'],1,0,[['sd_1002697.cif']],[['Co2Si-b']]
1209,LuPtAl,['Pnma'],1,0,[['sd_0535697.cif']],[['TiNiSi']]
1210,PrFeCu,['P63/mmc'],1,3,[['sd_0300477.cif']],[['MgZn2']]
1211,SrCdSn,['Imma'],1,3,[['sd_0459003.cif']],[['KHg2']]
1212,NdPtPb,['P-62m'],1,3,[['sd_1634624.cif']],[['ZrNiAl']]
1213,YbLiGe,['P-62m'],1,3,[['sd_0540552.cif']],[['ZrNiAl']]
1214,HOF,['P212121'],1,0,[['sd_1711498.cif']],[['HOF']]
1215,NbCrN,"['P4/nmm', 'P4bm']",2,2,"[['sd_1803136.cif'], ['sd_0303309.cif']]","[['NbCrN'], ['NbCrN']]"
1216,ScPtGe,['Pnma'],2,0,"[['sd_0535324.cif', 'sd_1832890.cif']]",[['TiNiSi']]
1217,BaInGe,['P-3m1'],1,3,[['sd_1223434.cif']],[['EuGe2']]
1218,PNO,['Ibam'],1,3,[['sd_1110720.cif']],[['P(N0.5O0.5)2']]
1219,LaPdGe,"['Imma', 'Pnma']",2,5,"[['sd_0535330.cif'], ['sd_1000899.cif']]","[['AuYbGe'], ['AuYbGe']]"
1220,ErNiAs,"['P-6m2', 'P63/mmc']",3,5,"[['sd_1612378.cif'], ['sd_1905252.cif']]","[['LiBaSi'], ['YPtAs']]"
1221,TbPtGe,['Pnma'],2,0,"[['sd_0535318.cif', 'sd_1411034.cif']]",[['TiNiSi']]
1222,LuPdAl,['P-62m'],1,3,[['sd_1231018.cif']],[['ZrNiAl']]
1223,TmRhSb,['Pnma'],1,0,[['sd_1410299.cif']],[['TiNiSi']]
1224,CeIrSn,['P-62m'],2,3,[['sd_1910610.cif']],[['ZrNiAl']]
1225,UPtAl,['P-62m'],4,3,[['sd_1010085.cif']],[['ZrNiAl']]
1226,CaCuGa,['Imma'],1,3,[['sd_0302076.cif']],[['KHg2']]
1227,TbPdPb,['P-62m'],1,3,[['sd_1022989.cif']],[['ZrNiAl']]
1228,EuIBr,['Pnma'],2,1,"[['sd_1502110.cif', 'sd_1813585.cif']]","[[None, 'BiSCl']]"
1229,TmNiIn,['P-62m'],2,3,[['sd_0536822.cif']],[['ZrNiAl']]
1230,TbNiSb,['F-43m'],3,0,"[['sd_1405657.cif', 'sd_1011375.cif']]",[['MgAgAs']]
1231,NbRuSb,['F-43m'],1,0,[['sd_1612218.cif']],[['MgAgAs']]
1232,ErIrGa,['Pnma'],1,0,[['sd_0535250.cif']],[['TiNiSi']]
1233,LaPtP,['Pnma'],1,0,[['sd_1713660.cif']],[['TiNiSi']]
1234,ZrPdGe,['Pnma'],1,0,[['sd_0536995.cif']],[['TiNiSi']]
1235,ZrFeP,['Pnma'],2,0,[['sd_1006022.cif']],[['TiNiSi']]
1236,NbRuP,['Pnma'],2,0,[['sd_0538748.cif']],[['TiNiSi']]
1237,LuIrSi,['Pnma'],1,0,[['sd_1320713.cif']],[['TiNiSi']]
1238,PrIrSi,['P213'],1,0,[['sd_1320707.cif']],[['ZrSO']]
1239,NdPdGa,['Pnma'],1,0,[['sd_0535293.cif']],[['TiNiSi']]
1240,TbIrSb,['Pnma'],1,0,[['sd_1410306.cif']],[['TiNiSi']]
1241,HoPdIn,['P-62m'],2,3,[['sd_1722318.cif']],[['ZrNiAl']]
1242,NdRhBi,['Pnma'],2,0,"[['sd_1410312.cif', 'sd_1013599.cif']]",[['TiNiSi']]
1243,CaMgZn,['P63/mmc'],1,3,[['sd_0302670.cif']],[['MgZn2']]
1244,EuPtP,['P63/mmc'],2,3,[['sd_1828210.cif']],[['EuPtP']]
1245,TmNiGa,['Pnma'],2,0,[['sd_1000490.cif']],[['TiNiSi']]
1246,GdPtGa,['Pnma'],1,0,[['sd_0535287.cif']],[['TiNiSi']]
1247,YIrAl,['Pnma'],2,0,[['sd_1227901.cif']],[['TiNiSi']]
1248,CePdGa,['Pnma'],2,0,"[['sd_1830305.cif', 'sd_0535245.cif']]",[['TiNiSi']]
1249,BaCaSn,['Pnma'],1,0,[['sd_1714696.cif']],[['TiNiSi']]
1250,ErOF,"['Fm-3m', 'R-3m']",3,5,"[['sd_1227792.cif'], ['sd_1023922.cif']]","[['CaF2'], ['YOF']]"
1251,IrSbTe,['P213'],1,0,[['sd_1006234.cif']],[['NiSbS']]
1252,SmSBr,['P121/c1'],1,0,[['sd_1900749.cif']],[['NdSBr']]
1253,SmAlGe,['I41md'],2,0,"[['sd_1007880.cif', 'sd_1406407.cif']]",[['LaPtSi']]
1254,HoRhBi,['P-62m'],2,3,[['sd_1013605.cif']],[['ZrNiAl']]
1255,GdPdP,['P63/mmc'],1,3,[['sd_1710143.cif']],[['BeZrSi']]
1256,LaPdAs,['P63/mmc'],1,3,[['sd_0303787.cif']],[['BeZrSi']]
1257,BaGaSn,"['P6/mmm', 'P63/mmc']",2,5,"[['sd_1626397.cif'], ['sd_1223433.cif']]","[['CaIn2'], ['CaIn2']]"
1258,HoPdAs,['Pnma'],1,0,[['sd_0303793.cif']],[['TiNiSi']]
1259,HfCoAl,['P63/mmc'],2,3,[['sd_0460721.cif']],[['MgZn2']]
1260,ZrIrSn,"['P-62c', 'P-62m']",3,5,"[['sd_1616535.cif'], ['sd_1616532.cif', 'sd_0461500.cif']]","[['HfRhSn'], ['HfRhSn']]"
1261,TmPdSi,['Pnma'],1,0,[['sd_1233586.cif']],[['TiNiSi']]
1262,DySBr,['Pmmn'],2,0,"[['sd_0307278.cif', 'sd_1708237.cif']]",[['FeClO']]
1263,ScNiBi,['F-43m'],1,0,[['sd_1011953.cif']],[['MgAgAs']]
1264,YbMnSi,['Pnma'],1,0,[['sd_1412075.cif']],[['TiNiSi']]
1265,CeRhPb,['P-62m'],1,3,[['sd_1627062.cif']],[['ZrNiAl']]
1266,TmPtSb,['F-43m'],1,0,[['sd_1011947.cif']],[['MgAgAs']]
1267,LuPtZn,['Pnma'],1,0,[['sd_1217418.cif']],[['TiNiSi']]
1268,YbPtSb,['F-43m'],1,0,[['sd_1011946.cif']],[['MgAgAs']]
1269,LiBeSb,['P63mc'],2,3,[['sd_1937899.cif']],[['LiGaGe']]
1270,YSBr,['Pmmn'],1,0,[['sd_0307279.cif']],[['FeClO']]
1271,GdPtSb,['F-43m'],2,0,"[['sd_1011952.cif', 'sd_0302164.cif']]",[['MgAgAs']]
1272,DyRhBi,['P-62m'],2,3,[['sd_1013604.cif']],[['ZrNiAl']]
1273,SrPtIn,['Pnma'],1,0,[['sd_1702546.cif']],[['TiNiSi']]
1274,PrPdAs,['P63/mmc'],1,3,[['sd_0303786.cif']],[['BeZrSi']]
1275,EuPdP,['P-3m1'],2,3,[['sd_1710142.cif']],[['EuPtP']]
1276,RhBiSe,['P213'],1,0,[['sd_1006221.cif']],[['NiSbS']]
1277,SmAlSi,['I41md'],1,0,[['sd_1007881.cif']],[['LaPtSi']]
1278,CeSCl,"['Pbca', 'Pbcm']",2,2,"[['sd_0308313.cif'], ['sd_1702208.cif']]","[['LaSCl'], ['LaSCl']]"
1279,IrBiTe,['Pa-3'],1,3,[['sd_1006235.cif']],[['FeS2']]
1280,BaCaPb,['Pnma'],1,0,[['sd_1714697.cif']],[['TiNiSi']]
1281,CePtGa,['Pnma'],2,0,"[['sd_1830304.cif', 'sd_0535253.cif']]",[['TiNiSi']]
1282,LuIrAl,['Pnma'],1,0,[['sd_1227900.cif']],[['TiNiSi']]
1283,ErSeF,['P63/mmc'],1,3,[['sd_0307721.cif']],[['YSF']]
1284,LuSnGe,['Cmcm'],1,0,[['sd_1946292.cif']],[['MoAlB']]
1285,EuPdSn,['Pnma'],2,0,"[['sd_1415525.cif', 'sd_0559165.cif']]",[['TiNiSi']]
1286,SmRhBi,['Pnma'],2,0,"[['sd_1410313.cif', 'sd_1013600.cif']]",[['TiNiSi']]
1287,SmPtGa,['Pnma'],1,0,[['sd_0535286.cif']],[['TiNiSi']]
1288,PrPdGa,['Pnma'],1,0,[['sd_0535292.cif']],[['TiNiSi']]
1289,DyIrSb,['Pnma'],1,0,[['sd_1410307.cif']],[['TiNiSi']]
1290,NbPtSi,['Pnma'],1,0,[['sd_1411019.cif']],[['TiNiSi']]
1291,PrPtSi,['I41md'],1,0,[['sd_1000308.cif']],[['LaPtSi']]
1292,CeIrSi,['P213'],2,0,[['sd_1320706.cif']],[['ZrSO']]
1293,ScFeAl,['P63/mmc'],1,3,[['sd_1009338.cif']],[['MgZn2']]
1294,TaRuP,['Pnma'],1,0,[['sd_0538749.cif']],[['TiNiSi']]
1295,YCoGa,['Pnma'],1,0,[['sd_1007315.cif']],[['TiNiSi']]
1296,ZrCoP,['Pnma'],2,0,[['sd_1006023.cif']],[['TiNiSi']]
1297,NaFeAs,['Cmme'],1,0,[['sd_1643724.cif']],[['Na0.985FeAs']]
1298,ZrRhGe,['Pnma'],1,0,[['sd_0536994.cif']],[['TiNiSi']]
1299,YIrGa,['Pnma'],1,0,[['sd_0535251.cif']],[['TiNiSi']]
1300,ZrCoBi,['F-43m'],1,0,[['sd_1612219.cif']],[['MgAgAs']]
1301,YbIrGe,['Pnma'],1,0,[['sd_1521092.cif']],[['TiNiSi']]
1302,GdNiSb,"['F-43m', 'P6/mmm']",3,5,"[['sd_1011943.cif', 'sd_1011374.cif'], ['sd_1405656.cif']]","[['MgAgAs'], ['AlB2']]"
1303,MnPtAl,['P63/mmc'],3,3,"[['sd_0547002.cif', 'sd_0539727.cif']]",[['BeZrSi']]
1304,DyNiIn,['P-62m'],2,3,[['sd_1231958.cif']],[['ZrNiAl']]
1305,GdPdPb,['P-62m'],2,3,[['sd_1022988.cif']],[['ZrNiAl']]
1306,ErRhSb,['Pnma'],1,0,[['sd_1410298.cif']],[['TiNiSi']]
1307,DyPtGe,['Pnma'],1,0,[['sd_0535319.cif']],[['TiNiSi']]
1308,LaPdSi,['P121/c1'],1,0,[['sd_1702156.cif']],[['PrPdSi']]
1309,LaPtAl,['Pnma'],1,0,[['sd_1231019.cif']],[['TiNiSi']]
1310,BaAlSn,['P6/mmm'],1,3,[['sd_1223435.cif']],[['AlB2']]
1311,TmNiAs,"['P-6m2', 'P63/mmc']",2,5,"[['sd_1612379.cif'], ['sd_1905253.cif']]","[['LiBaSi'], ['YPtAs']]"
1312,ThBC,['P4122'],1,0,[['sd_1803123.cif']],[['ThBC']]
1313,SbTeI,"['C12/m1', 'P-1']",3,2,"[['sd_1001389.cif'], ['sd_1907345.cif']]","[['SbTeI'], ['SbTeI']]"
1314,DyLiGe,['P-62m'],1,3,[['sd_0540553.cif']],[['ZrNiAl']]
1315,SmPtPb,['P-62m'],1,3,[['sd_1634625.cif']],[['ZrNiAl']]
1316,CeRhIn,['P-62m'],5,3,[['sd_1830072.cif']],[['ZrNiAl']]
1317,CeTiGe,['I4/mmm'],1,0,[['sd_1824985.cif']],[['UGeTe']]
1318,NdFeCu,['P63/mmc'],1,3,[['sd_0300476.cif']],[['MgZn2']]
1319,SmPtAl,['Pnma'],1,0,[['sd_0535696.cif']],[['TiNiSi']]
1320,CrNiSi,['Pnma'],1,0,[['sd_1002696.cif']],[['TiNiSi']]
1321,YbIrSb,['Pnma'],1,0,[['sd_1718318.cif']],[['TiNiSi']]
1322,ThNF,['R-3m'],1,0,[['sd_1712621.cif']],[[None]]
1323,ErPtGe,['Pnma'],2,0,"[['sd_1716309.cif', 'sd_0535321.cif']]",[['TiNiSi']]
1324,ZrIrSi,['Pnma'],1,0,[['sd_0537730.cif']],[['TiNiSi']]
1325,LuZrSb,['I4/mmm'],1,0,[['sd_1615170.cif']],[['UGeTe']]
1326,FeZnBi,['F-43m'],1,0,[['sd_1818065.cif']],[['MgAgAs']]
1327,LuRhGe,['Pnma'],1,0,[['sd_1612179.cif']],[['TiNiSi']]
1328,GdZrSb,['I4/mmm'],2,0,[['sd_1615164.cif']],[['UGeTe']]
1329,TiPdGa,['P63/mmc'],1,3,[['sd_1910411.cif']],[['BeZrSi']]
1330,EuPtAs,['I41md'],1,0,[['sd_0540592.cif']],[['LaPtSi']]
1331,CaPtP,['Pmc21'],1,0,[['sd_0540586.cif']],[['CaPtP']]
1332,TiNiSi,['Pnma'],2,0,[['sd_1002694.cif']],[['TiNiSi']]
1333,YPtAl,['Pnma'],1,0,[['sd_0535694.cif']],[['TiNiSi']]
1334,PrLiGe,['P-62m'],1,3,[['sd_0540551.cif']],[['ZrNiAl']]
1335,LaIrAl,['Pnma'],2,0,[['sd_1227889.cif']],[['TiNiSi']]
1336,YAlGe,['Cmcm'],1,0,[['sd_1717217.cif']],[['YAlGe']]
1337,CsCuO,"['Ama2', 'Cmcm']",2,2,"[['sd_1702961.cif'], ['sd_1707004.cif']]","[['CsCuO'], ['CsCuO']]"
1338,URhAl,['P-62m'],3,3,[['sd_1010079.cif']],[['ZrNiAl']]
1339,VCoAl,['P63/mmc'],1,3,[['sd_0536174.cif']],[['MgZn2']]
1340,GdNiPb,['Pnma'],2,0,[['sd_1227679.cif']],[['TiNiSi']]
1341,PrPdSi,['P121/c1'],1,0,[['sd_1702154.cif']],[['PrPdSi']]
1342,PdBiSe,['P213'],2,0,[['sd_1240184.cif']],[['NiSbS']]
1343,ScPtIn,['P-62m'],1,3,[['sd_1415309.cif']],[['ZrNiAl']]
1344,DyRhGe,['Pnma'],2,0,[['sd_1611855.cif']],[['TiNiSi']]
1345,TiCoP,['Pnma'],2,0,[['sd_1006814.cif']],[['TiNiSi']]
1346,LuPdGa,['Pnma'],1,0,[['sd_0535247.cif']],[['TiNiSi']]
1347,PtSnSb,['Pnnm'],1,3,[['sd_0461164.cif']],[['FeS2']]
1348,ZrFeGe,['Pnma'],2,0,[['sd_0536996.cif']],[['TiNiSi']]
1349,URhSb,['F-43m'],3,0,"[['sd_1324238.cif', 'sd_0537543.cif']]",[['MgAgAs']]
1350,TiMnAs,['P-62m'],2,3,[['sd_0536028.cif']],[['ZrNiAl']]
1351,ErCoSn,['Pnma'],3,0,[['sd_0458929.cif']],[['TiNiSi']]
1352,TbIrSi,['Pnma'],2,0,[['sd_1320710.cif']],[['TiNiSi']]
1353,YNiGa,['Pnma'],2,0,[['sd_1000493.cif']],[['HoNiGa']]
1354,PrPtGa,['Pnma'],1,0,[['sd_0535284.cif']],[['TiNiSi']]
1355,PrRhBi,['Pnma'],2,0,"[['sd_1410311.cif', 'sd_1013601.cif']]",[['TiNiSi']]
1356,GdIrSb,['Pnma'],1,0,[['sd_1410305.cif']],[['TiNiSi']]
1357,CeNiP,['P63/mmc'],1,3,[['sd_0544469.cif']],[['YPtAs']]
1358,HoPtGa,['Pnma'],1,0,[['sd_0535290.cif']],[['TiNiSi']]
1359,TmRhAl,['Pnma'],1,0,[['sd_1406229.cif']],[['TiNiSi']]
1360,ScIrAl,['P63/mmc'],1,3,[['sd_1227902.cif']],[['MgZn2']]
1361,BaCaGe,['Pnma'],1,0,[['sd_1714695.cif']],[['TiNiSi']]
1362,LuPdBi,['F-43m'],1,0,[['sd_1410339.cif']],[['MgAgAs']]
1363,NpIrSn,['P-62m'],1,3,[['sd_1412248.cif']],[['ZrNiAl']]
1364,NbCoP,['Pnma'],2,0,[['sd_1007883.cif']],[['TiNiSi']]
1365,RhSbTe,['Pa-3'],1,3,[['sd_1006223.cif']],[['FeS2']]
1366,HoOF,"['Fm-3m', 'R-3m']",3,5,"[['sd_1227791.cif'], ['sd_1023921.cif']]","[['CaF2'], ['YOF']]"
1367,IrSbAs,['P121/c1'],1,3,[['sd_1235137.cif']],[['CoSb2']]
1368,HfRhAl,['P63/mmc'],1,3,[['sd_0460722.cif']],[['MgZn2']]
1369,SmPdAs,"['P63/mmc', 'P63mc']",2,5,"[['sd_0303785.cif'], ['sd_0303790.cif']]","[['BeZrSi'], ['NdPtSb']]"
1370,GdPdBi,['F-43m'],1,0,[['sd_1923811.cif']],[['MgAgAs']]
1371,NdPdP,['P63/mmc'],2,3,[['sd_1710140.cif']],[['BeZrSi']]
1372,ThIrAl,['P-62m'],1,3,[['sd_1010469.cif']],[['ZrNiAl']]
1373,CeIrIn,['P-62m'],1,3,[['sd_1121878.cif']],[['ZrNiAl']]
1374,NbNO,['P121/c1'],3,0,"[['sd_1022430.cif', 'sd_1712551.cif']]",[['ScOF']]
1375,YGaI,['P-3m1'],1,3,[['sd_1623207.cif']],[['CeSiI']]
1376,NaZnAs,['F-43m'],1,0,[['sd_0540425.cif']],[['MgAgAs']]
1377,BiSeCl,['Pnma'],1,0,[['sd_1409318.cif']],[['BiSeCl']]
1378,MgNiBi,['F-43m'],1,0,[['sd_0540430.cif']],[['MgAgAs']]
1379,KSnSb,['P63mc'],2,3,[['sd_0303020.cif']],[['KSnAs']]
1380,DySI,['P-6'],1,3,[['sd_0307252.cif']],[['FeClO']]
1381,AgZnAs,['F-43m'],1,0,[['sd_0540424.cif']],[['MgAgAs']]
1382,TbPtSb,['F-43m'],1,0,[['sd_1011951.cif']],[['MgAgAs']]
1383,CeRuSi,['Pnma'],2,0,[['sd_1233590.cif']],[['TiNiSi']]
1384,TbNiSi,['Pnma'],1,0,[['sd_1007699.cif']],[['TiNiSi']]
1385,UFeGa,['P-62m'],2,3,[['sd_1010483.cif']],[['ZrNiAl']]
1386,ThPdAl,['P-62m'],1,3,[['sd_1010468.cif']],[['ZrNiAl']]
1387,SmPdP,['P63/mmc'],1,3,[['sd_1710141.cif']],[['BeZrSi']]
1388,TmRhBi,['F-43m'],1,0,[['sd_1013607.cif']],[['MgAgAs']]
1389,SmIrIn,['P-62m'],1,3,[['sd_1121879.cif']],[['ZrNiAl']]
1390,MgAuSn,['F-43m'],1,0,[['sd_1703129.cif']],[['MgAgAs']]
1391,YPdSb,['F-43m'],3,0,[['sd_1940353.cif']],[['MgAgAs']]
1392,CaAgGe,"['Imma', 'Pnma']",2,5,"[['sd_1616256.cif'], ['sd_1631317.cif']]","[['KHg2'], ['AuYbGe']]"
1393,LaGeI,['P-3m1'],1,3,[['sd_1214846.cif']],[['CeSiI']]
1394,RhSbAs,['P121/c1'],1,3,[['sd_1235136.cif']],[['CoSb2']]
1395,RhAsTe,['Pa-3'],1,3,[['sd_1006222.cif']],[['FeS2']]
1396,TmPdBi,['F-43m'],1,0,[['sd_1410338.cif']],[['MgAgAs']]
1397,TmSnGe,['Cmcm'],1,0,[['sd_1946291.cif']],[['MoAlB']]
1398,PrRhAl,['Pnma'],2,0,[['sd_1605799.cif']],[['TiNiSi']]
1399,EuPtSn,['Pnma'],1,0,[['sd_1415526.cif']],[['TiNiSi']]
1400,BaCaSi,['Pnma'],1,0,[['sd_1714694.cif']],[['TiNiSi']]
1401,NdIrSb,['Pnma'],1,0,[['sd_1410304.cif']],[['TiNiSi']]
1402,GdCoC,['P42/mmc'],1,0,[['sd_1924428.cif']],[['YCoC']]
1403,ErPtGa,['Pnma'],1,0,[['sd_0535291.cif']],[['TiNiSi']]
1404,NdPtGa,['Pnma'],1,0,[['sd_0535285.cif']],[['TiNiSi']]
1405,LuNiGa,['Pnma'],1,0,[['sd_1000492.cif']],[['HoNiGa']]
1406,TmIrSb,['Pnma'],1,0,[['sd_1410310.cif']],[['TiNiSi']]
1407,TmIrSi,['Pnma'],1,0,[['sd_1320711.cif']],[['TiNiSi']]
1408,NdPdSb,"['P63/mmc', 'P63mc']",2,5,"[['sd_1227708.cif'], ['sd_0537323.cif']]","[['CaIn2'], ['CaIn2']]"
1409,LaPtGa,['Pnma'],1,0,[['sd_0535252.cif']],[['TiNiSi']]
1410,UPtSn,['F-43m'],4,0,"[['sd_1324239.cif', 'sd_0537540.cif']]",[['MgAgAs']]
1411,TiPdSi,['Pnma'],1,0,[['sd_0536997.cif']],[['TiNiSi']]
1412,TmPdGa,['Pnma'],1,0,[['sd_0535246.cif']],[['TiNiSi']]
1413,HoNiIn,['P-62m'],3,3,[['sd_0536820.cif']],[['ZrNiAl']]
1414,NdAlGe,['I41md'],1,0,[['sd_1406406.cif']],[['LaPtSi']]
1415,CePdSi,['P121/c1'],2,0,[['sd_1702155.cif']],[['PrPdSi']]
1416,SmNiPb,['Pnma'],2,0,"[['sd_1227678.cif', 'sd_1410572.cif']]",[['TiNiSi']]
1417,WCoAl,['P63/mmc'],1,3,[['sd_0536175.cif']],[['MgZn2']]
1418,PrOF,"['Fm-3m', 'R-3m']",4,5,"[['sd_1634381.cif'], ['sd_1934847.cif']]","[['CaF2'], ['YOF']]"
1419,ScPtSi,['Pnma'],1,0,[['sd_0535326.cif']],[['TiNiSi']]
1420,GdPtSn,['P-62m'],2,3,[['sd_0458848.cif']],[['ZrNiAl']]
1421,LaPdAl,['Pnma'],1,0,[['sd_1231032.cif']],[['LaNiAl']]
1422,SrCdGe,['Pnma'],1,0,[['sd_0459001.cif']],[['TiNiSi']]
1423,TbLiGe,['P-62m'],1,3,[['sd_0540550.cif']],[['ZrNiAl']]
1424,CaAuAl,['Pnma'],1,0,[['sd_1400507.cif']],[['TiNiSi']]
1425,YFeNi,['P63/mmc'],1,3,[['sd_0460870.cif']],[['MgNi2']]
1426,GdPtAl,['Pnma'],1,0,[['sd_0535695.cif']],[['TiNiSi']]
1427,NbVSi,['P63/mmc'],1,3,[['sd_0300313.cif']],[['MgZn2']]
1428,EuPtGa,['Pnma'],1,0,[['sd_0539044.cif']],[['TiNiSi']]
1429,CaPtAs,['I41md'],1,0,[['sd_0540593.cif']],[['CaPtAs']]
1430,TbZrSb,['I4/mmm'],1,0,[['sd_1615165.cif']],[['UGeTe']]
1431,LuRuGe,['Pnma'],1,0,[['sd_1612178.cif']],[['TiNiSi']]
1432,RbAuTe,"['P63/mmc', 'Pmma']",2,5,"[['sd_1710743.cif'], ['sd_0303863.cif']]","[['BeZrSi'], ['RbAuTe']]"
1433,ZrPdGa,['Pnma'],1,0,[['sd_1910414.cif']],[['LaNiAl']]
1434,ErNiSi,['Pnma'],1,0,[['sd_1007702.cif']],[['TiNiSi']]
1435,NdFeSi,['Pnma'],1,0,[['sd_0537045.cif']],[['TiNiSi']]
1436,ThNiGe,['P6/mmm'],1,3,[['sd_1907626.cif']],[['AlB2']]
1437,ThCoSi,['I41md'],1,0,[['sd_0537737.cif']],[['ThSi2']]
1438,PrGaSi,['I41/amd'],1,3,[['sd_1818074.cif']],[['ThSi2']]
1439,LaPtPb,['P-62m'],1,3,[['sd_1634622.cif']],[['ZrNiAl']]
1440,LuOF,['P121/c1'],1,0,[['sd_1411340.cif']],[['ScOF']]
1441,KTlO,['C12/m1'],1,0,[['sd_1712197.cif']],[['KTlO']]
1442,BaCdPb,['Imma'],1,3,[['sd_0459005.cif']],[['KHg2']]
1443,HfTaSi,['P63/mmc'],1,3,[['sd_0300317.cif']],[['MgZn2']]
1444,ErPtAl,['Pnma'],1,0,[['sd_0535691.cif']],[['TiNiSi']]
1445,GdPdAl,['Pnma'],2,0,[['sd_0535685.cif']],[['TiNiSi']]
1446,AsSeI,['P121/c1'],1,0,[['sd_1812773.cif']],[['AsSeI']]
