,Unnamed: 0,Composition,Type,Experimental Structure,EP 1 element,EP 1 Ehull (eV/atom),EP 1 band gap (eV),EP 1 Entry id,EP 2 element,EP 2 Ehull (eV/atom),EP 2 band gap (eV),EP 2 Entry id,EP 3 element,EP 3 Ehull (eV/atom),EP 3 band gap (eV),EP 3 Entry id
1244,9,CaMgAu,III_IV,MgSrSi (Pnma),Ca,0.624,0,879507,Mg,0.476,0,842734,Au,0.147,0,948056
1245,10,LiVSb,I_II,Half Heusler (F-43m),Li,0.528,0,880790,V,0.5,0,839962,Sb,0.357,0,917351
1246,11,LiIrGa,III_IV,AsHgK (P63/mmc),Li,0.567,0,880608,Ga,0.271,0,953669,Ir,0.328,0,893163
1247,12,PrPtIn,III_IV,MoNiP (P-62m),Pr,0.785,0,837246,In,0.679,0,888364,Pt,0.164,0,566278
1248,13,YbPtAl,III_IV,MgSrSi (Pnma),Yb,1.078,0,830044,Al,0.649,0,942612,Pt,0.291,0,566142
1249,14,NiAlSi,III_IV,OTHER,Al,0.558,0,943286,Si,0.335,0,578951,Ni,0,0,960342
1250,15,TaCoSi,III_IV,MgSrSi (Pnma),Ta,0.991,0,963234,Co,0.092,1.374,859303,Si,0.815,0,581185
1251,16,UNiAs,III_IV,OTHER,U,0.869,0,874654,Ni,0.502,,960295,As,0.836,0,582792
1252,17,LiAuAl,III_IV,AsHgK (P63/mmc),Li,0.398,0,879976,Al,0.283,0,941551,Au,0.169,0,948513
1253,18,PrPtSb,III_IV,OTHER,Pr,0.826,0,837177,Sb,0.522,0,916482,Pt,0,0.508,567363
1254,19,VPdAs,III_IV,OTHER,V,0.295,0,840136,As,0.179,0,828475,Pd,0.368,0,897942
1255,20,TbIrGa,III_IV,MgSrSi (Pnma),Tb,0.971,0,964960,Ga,0.578,0,952317,Ir,0.258,0,893896
1256,21,HfPdSb,III_IV,MgSrSi (Pnma),Hf,0.369,0,861891,Sb,0.501,0,917707,Pd,0.149,0,898326
1257,22,PrRhGa,III_IV,MgSrSi (Pnma),Pr,0.944,0,838180,Ga,0.555,,953564,Rh,0.257,0,886576
1258,0,GeSbTe,III_IV,phase_separating,Ge,0.36,0,867684,Sb,0.442,0,916403,Te,0.57,0,845342
1259,1,TbNiB,III_IV,phase_separating,Tb,1.443,0,965418,Ni,0.897,,960181,B,0.657,,909705
1260,2,FeSiSn,III_IV,phase_separating,Fe,0.439,0,957243,Si,0.811,0,580635,Sn,1.119,0,924384
1261,3,MoNiPd,III_IV,phase_separating,Ni,0.569,0,959326,Mo,0.779,0,883941,Pd,0.795,0,899617
1262,4,CuAlSi,III_IV,phase_separating,Al,0.32,0,942816,Cu,0.07,0,852992,Si,0.168,0,579697
1263,5,ScNiB,III_IV,phase_separating,Sc,1.37,0,564996,Ni,0.836,0,960711,B,0.543,0,908649
1264,6,AgHgSb,III_IV,phase_separating,Ag,0.135,0,937737,Hg,0.208,0,945452,Sb,0.157,0,916187
1265,7,ScHfSi,III_IV,phase_separating,Hf,1.242,0,862362,Sc,1.361,0,564314,Si,0.366,0,581139
1266,8,DyMoB,III_IV,phase_separating,Dy,2.206,0,926335,B,0.699,0,909555,Mo,1.684,0,882531
1267,9,CrPbSb,III_IV,phase_separating,Cr,0.295,0,834185,Sb,0.539,0,915648,Pb,0.72,0,929015
1268,10,DyAlSb,III_IV,phase_separating,Dy,0.663,0,926269,Al,0.651,,941848,Sb,0.729,0,917516
1269,11,GdNbFe,III_IV,phase_separating,Gd,1.619,0,981573,Nb,0.978,,919726,Fe,0.506,,958780
1270,12,HoFeGe,III_IV,phase_separating,Ho,1.137,0,891479,Fe,0.473,0,958857,Ge,0.438,0,868275
1271,13,AuBiTe,III_IV,phase_separating,Bi,0.311,0,979007,Te,0.406,0,845989,Au,0.244,0,947088
1272,14,DyScSi,III_IV,phase_separating,Dy,1.093,,926260,Sc,0.961,0,564112,Si,0.176,0,579925
1273,15,HfNbGe,III_IV,phase_separating,Hf,1.383,0,862116,Nb,1.204,0,918896,Ge,0.5,0,867762
1274,16,AlPbSb,III_IV,phase_separating,Al,0.298,0,941534,Sb,0.395,0,917063,Pb,0.502,0,928817
1275,17,BeFeAl,III_IV,phase_separating,Be,0.487,0,930935,Al,0.857,0,942868,Fe,0.668,0,957184
1276,18,MoPdPt,III_IV,phase_separating,Mo,0.61,0,884540,Pd,0.818,0,899045,Pt,0.639,0,566568
1277,19,GdWB,III_IV,phase_separating,Gd,2.55,0,980823,B,0.895,0,909752,W,1.978,0,970100
1278,20,HfMoB,III_IV,phase_separating,Hf,2.173,0,862437,B,0.503,0,909299,Mo,1.832,0,883841
1279,21,NdCoSb,III_IV,phase_separating,Nd,1.087,0,968931,Co,0.267,0,859890,Sb,0.783,0,915790
1280,22,CrNiPd,III_IV,phase_separating,Cr,0.527,0,835375,Ni,0.508,0,960740,Pd,0.682,0,899382
1281,23,TaNbW,III_IV,phase_separating,Ta,1.091,0,961528,Nb,1.107,0,918116,W,0.768,0,971386
1282,0,PrAsTe,III_IV,MgSrSi (Pnma),Pr,0.607,0,837723,Te,0.773,0,845740,As,0.631,0,583514
1283,1,NdRhGa,III_IV,MgSrSi (Pnma),Nd,0.937,0,968532,Ga,0.551,,951331,Rh,0.251,0,885938
1284,2,TmMnSi,III_IV,MgSrSi (Pnma),Tm,1.138,0,869788,Mn,0.577,,905088,Si,0.432,0,579917
1285,3,LaIrGa,III_IV,MgSrSi (Pnma),La,0.996,0,832043,Ga,0.612,0,951726,Ir,0.258,0,894937
1286,4,YbCoGe,III_IV,MgSrSi (Pnma),Yb,1.243,0,830285,Co,0.39,0,860706,Ge,0.608,0,867976
1287,5,NpCoGe,III_IV,MgSrSi (Pnma),Np,0.992,0,950423,Co,0.161,0,859796,Ge,0.622,0,867378
1288,6,GdRhGa,III_IV,MgSrSi (Pnma),Gd,0.92,0,981318,Ga,0.546,,953158,Rh,0.238,0,887053
1289,7,ZrTiPd,III_IV,OTHER,Zr,0.922,0,987863,Ti,0.805,0,993133,Pd,0.444,0,898424
1290,8,LiPtGa,III_IV,AsHgK (P63/mmc),Li,0.407,0,881002,Ga,0.201,0,951671,Pt,0.159,0,566857
1291,9,CrRuAs,III_IV,MgSrSi (Pnma),Cr,0.222,0,834181,As,0.292,0,582159,Ru,0.167,0,935337
1292,10,NbCoGe,III_IV,MgSrSi (Pnma),Nb,0.813,0,919756,Co,0,1.295,859556,Ge,0.714,0,868921
1293,11,CuGeTe,III_IV,phase_separating,Cu,0.232,0,852508,Ge,0.512,0,868920,Te,0.523,0,844476
1294,12,ScCrGa,III_IV,phase_separating,Sc,0.937,0,564280,Cr,0.655,0,834062,Ga,0.562,0,951712
1295,13,PuUZr,III_IV,phase_separating,Pu,0.779,0,895928,Zr,1.203,0,988262,U,0.893,0,876631
1296,14,AuSiBi,III_IV,phase_separating,Si,0.31,0,581033,Bi,0.553,0,978623,Au,0.314,0,946219
1297,15,MgAlSb,III_IV,phase_separating,Mg,0.316,0.208,841923,Al,0.35,0,942662,Sb,0.356,0,917466
1298,16,DyReB,III_IV,phase_separating,Dy,2.462,0,925892,Re,1.724,,971988,B,0.781,0,908639
1299,17,HfMoRu,III_IV,phase_separating,Hf,1.457,0,861988,Mo,1.02,0,882298,Ru,0.735,0,934851
1300,18,CeMgZn,III_IV,phase_separating,Ce,0.583,0,922400,Mg,0.426,0,842626,Zn,0.141,,914640
1301,19,GdLiMg,III_IV,phase_separating,Li,0.396,0,880005,Gd,0.716,0,981367,Mg,0.51,0,842256
1302,20,GeBiTe,III_IV,phase_separating,Ge,0.365,0,867851,Bi,0.473,0,977748,Te,0.58,0,844456
1303,21,VCrB,III_IV,phase_separating,V,1.519,0,840924,Cr,1.403,0,834902,B,0.519,0,908457
1304,22,ZnAlSb,III_IV,phase_separating,Al,0.233,0.15,941014,Zn,0.277,0,913491,Sb,0.348,0,915917
1305,0,HoPtGe,III_IV,MgSrSi (Pnma),Ho,0.805,0,890641,Ge,0.429,0,867434,Pt,0.205,0,568655
1306,1,PtGeS,III_IV,OTHER,Ge,0.683,0,1726268,Pt,0.244,0,1726822,S,0.708,0,1726545
1307,2,UCoGa,III_IV,MoNiP (P-62m),U,1.087,0,875547,Ga,0.899,0,952605,Co,0.238,0,861223
1308,3,DyPtGe,III_IV,MgSrSi (Pnma),Dy,0.815,,926423,Ge,0.432,0,867713,Pt,0.212,0,567018
1309,4,PrZnGa,III_IV,AsHgK (P63/mmc),Pr,0.584,0,837328,Zn,0.147,,914690,Ga,0.191,,952922
1310,5,TiRhSn,I_II,Half Heusler (F-43m),Ti,0.484,0,992748,Sn,0.578,0,925575,Rh,0.055,0,885925
1311,6,BaPtSi,III_IV,OTHER,Ba,1.641,0,866194,Si,1.059,0,581027,Pt,0.922,0,566162
1312,7,CaCdPb,III_IV,MoNiP (P-62m),Ca,0.394,0,878372,Cd,0.077,0,986633,Pb,0.074,0.2,928474
1313,8,MgYGa,III_IV,MoNiP (P-62m),Y,0.718,0,858990,Mg,0.489,0,843573,Ga,0.147,0,952117
1314,9,SmScSb,III_IV,OTHER,Sm,0.991,0,577642,Sc,0.795,0,565012,Sb,0.335,0,917909
1315,10,HoAgGe,III_IV,MoNiP (P-62m),Ho,0.621,0,892170,Ag,0.214,0,938408,Ge,0.155,0.629,867726
1316,11,NpIrSn,III_IV,MoNiP (P-62m),Np,0.946,0,949794,Sn,0.933,0,923849,Ir,0.185,0,894626
1317,12,TbRhZn,III_IV,MgSrSi (Pnma),Tb,0.803,0,965188,Zn,0.453,,913983,Rh,0.216,0,887123
1318,13,GdAsS,III_IV,OTHER,Gd,0.745,0,1726762,As,1.028,0,1726208,S,0.795,0,1726485
1319,14,CeMgSn,III_IV,MgSrSi (Pnma),Ce,0.546,,922512,Mg,0.322,0,843418,Sn,0.218,0,924858
1320,15,TbPdSn,III_IV,MgSrSi (Pnma),Tb,0.757,0,964869,Sn,0.51,0,925313,Pd,0.086,0,898682
1321,16,SmPtSi,III_IV,OTHER,Sm,1.063,0,578242,Si,0.527,0,581091,Pt,0.376,0,568603
1322,17,YIrGe,III_IV,MgSrSi (Pnma),Y,1.07,0,857342,Ge,0.588,0,867720,Ir,0.365,0,892605
1323,18,NbPtSi,III_IV,MgSrSi (Pnma),Nb,0.719,0,919875,Si,0.484,0,580905,Pt,0.418,0,567775
1324,19,CeMgPt,III_IV,MoNiP (P-62m),Ce,0.856,0,922573,Mg,0.689,0,841603,Pt,0.161,0,567894
1325,20,PrPdIn,III_IV,MoNiP (P-62m),Pr,0.749,0,836255,In,0.595,0,888698,Pd,0.171,,897687
1326,21,WCoSi,III_IV,OTHER,Co,0.322,0,860519,Si,0.741,0,581060,W,0.834,0,970908
1327,22,NbRuAs,III_IV,MgSrSi (Pnma),Nb,0.577,0,918529,As,0.529,0,583082,Ru,0.018,0.467,934629
1328,23,LaRuGe,III_IV,OTHER,La,1.302,0,831885,Ge,0.723,0,869402,Ru,0.414,0,934529
1329,24,NdRuGe,III_IV,OTHER,Nd,1.291,,967346,Ge,0.657,0,867423,Ru,0.468,0,933364
1330,0,GdFeCo,III_IV,OTHER,Gd,1.172,,979943,Fe,0.535,,958170,Co,0.427,0,860936
1331,1,ScCuZn,III_IV,OTHER,Sc,0.605,0,565428,Zn,0.384,0,914497,Cu,0.226,0,852014
1332,2,YAlGe,III_IV,OTHER,Y,0.668,0,858633,Al,0.598,0,941161,Ge,0.441,0,868329
1333,3,PtSbSe,III_IV,OTHER,Sb,0.718,0,1726293,Pt,0.237,0,1726847,Se,0.81,0,1726570
1334,4,TmRuSi,III_IV,MgSrSi (Pnma),Tm,1.39,0,870684,Si,0.644,0,579433,Ru,0.517,0,935762
1335,5,ZrNiSb,III_IV,MgSrSi (Pnma),Zr,0.628,0,989392,Ni,0.029,0,960932,Sb,0.626,0,916679
1336,6,LuCuGe,III_IV,OTHER,Lu,0.739,0,905821,Cu,0.099,0,852226,Ge,0.266,0.533,868608
1337,7,TbLiGe,III_IV,MoNiP (P-62m),Li,0.268,0,880024,Tb,0.64,0.423,965146,Ge,0.151,0.814,868209
1338,8,OsAsS,III_IV,OTHER,As,1.313,0,1726407,Os,0.404,0,1726961,S,1.362,0,1726684
1339,9,ScIrP,III_IV,MoNiP (P-62m),Sc,0.978,0,1726829,P,0.405,0,1726552,Ir,0.4,0,1726275
1340,10,LuCuPb,III_IV,LiGaGe (P63mc),Lu,0.594,0,906722,Cu,0,0,853854,Pb,0.368,0.523,929956
1341,11,TmPtP,III_IV,OTHER,Tm,0.822,0,1726955,P,0.335,0,1726678,Pt,0.252,0.288,1726401
1342,12,ErCoSi,III_IV,MgSrSi (Pnma),Er,1.29,0,873774,Co,0.416,0,861580,Si,0.632,0,581115
1343,13,YbIrSb,III_IV,MgSrSi (Pnma),Yb,1.068,0,829175,Sb,0.618,0,915895,Ir,0.2,0,892484
1344,14,CaMgPd,III_IV,MgSrSi (Pnma),Ca,0.741,0,877108,Mg,0.512,0,842287,Pd,0.161,0,899494
1345,15,ZrPtSi,III_IV,MgSrSi (Pnma),Zr,0.856,0,988889,Si,0.497,0,579197,Pt,0.149,1.742,568576
1346,16,WFeB,III_IV,MgSrSi (Pnma),Fe,0.799,0,957823,B,0.546,0,909397,W,1.256,0,969847
1347,17,ZrTaSi,III_IV,OTHER,Zr,1.647,0,987108,Ta,1.427,0,963891,Si,0.572,0,580170
1348,18,TmAsS,III_IV,OTHER,Tm,0.755,0,1726963,As,1.133,0,1726409,S,0.883,0,1726686
1349,19,TaRhGe,III_IV,MgSrSi (Pnma),Ta,0.578,0,963429,Ge,0.577,0,867359,Rh,0.008,1.371,884787
1350,20,TiRuSb,I_II,Half Heusler (F-43m),Ti,0.519,0,993810,Sb,0.641,0,915720,Ru,0.106,0,934664
1351,0,NdIrAl,III_IV,MgSrSi (Pnma),Nd,1.23,0,967852,Al,0.74,,942616,Ir,0.342,0,892450
1352,1,GdRhSb,III_IV,MgSrSi (Pnma),Gd,0.895,,979768,Sb,0.542,0,917379,Rh,0.079,0,886083
1353,2,GdIrSn,III_IV,MoNiP (P-62m),Gd,0.986,0,980464,Sn,0.748,0,924084,Ir,0.179,0,894410
1354,3,HoPdPb,III_IV,MoNiP (P-62m),Ho,0.608,0,890253,Pd,0.039,,898613,Pb,0.47,,930713
1355,4,PrPdPb,III_IV,MoNiP (P-62m),Pr,0.687,0,836574,Pd,0.07,,899296,Pb,0.495,,929595
1356,5,TiMnGe,III_IV,OTHER,Ti,0.844,0,993493,Mn,0.484,0,903972,Ge,0.379,0,866934
1357,6,TbNiBi,I_II,Half Heusler (F-43m),Tb,0.821,0,966241,Ni,0,0.251,960925,Bi,0.606,,978710
1358,7,DyPdIn,III_IV,MoNiP (P-62m),Dy,0.733,0,925714,In,0.617,0,887474,Pd,0.167,,897968
1359,8,CePS,III_IV,OTHER,Ce,0.887,0,1726913,P,0.972,0,1726359,S,0.899,0,1726636
1360,9,HoRhAl,III_IV,MgSrSi (Pnma),Ho,1.113,0,889950,Al,0.727,,943247,Rh,0.277,0,886125
1361,10,TbPdBi,I_II,Half Heusler (F-43m),Tb,0.653,0,964485,Bi,0.436,,978993,Pd,0,0,899581
1362,11,BaAgSn,III_IV,OTHER,Ba,0.77,0,865583,Ag,0.247,0,937059,Sn,0.429,0,924244
1363,12,CaAgSn,III_IV,OTHER,Ca,0.616,0,878364,Ag,0.131,0,938091,Sn,0.306,0,923752
1364,13,MgCuPb,I_II,Half Heusler (F-43m),Mg,0.396,0,842827,Cu,0.064,0,851637,Pb,0.314,0,929670
1365,14,LiMgSb,I_II,Half Heusler (F-43m),Li,0.201,0,881325,Mg,0.18,1.185,842515,Sb,0,1.391,917462
1366,15,TaFeGa,III_IV,OTHER,Ta,0.932,0,962841,Ga,0.75,0,953678,Fe,0.364,0,957164
1367,16,ZrRhBi,I_II,Half Heusler (F-43m),Zr,0.714,0,988947,Bi,0.779,0,977054,Rh,0,1.318,885655
1368,17,HfCrP,III_IV,MgSrSi (Pnma),Hf,1.344,0,1726925,Cr,0.939,0,1726371,P,0.577,0,1726648
1369,18,ThRhAl,III_IV,MoNiP (P-62m),Th,1.133,0,910395,Al,0.839,0,941398,Rh,0.297,0,886173
1370,19,CaAgPb,III_IV,OTHER,Ca,0.492,0,878632,Ag,0.072,0,938064,Pb,0.25,0,928854
1371,20,ThRhGa,III_IV,MoNiP (P-62m),Th,0.931,0,912303,Ga,0.67,,951624,Rh,0.239,0,885148
1372,21,ErPdBi,I_II,Half Heusler (F-43m),Er,0.617,0,872465,Bi,0.441,,977989,Pd,0,0,898361
1373,22,DyNiSi,III_IV,MgSrSi (Pnma),Dy,1.112,,927950,Si,0.569,0,581379,Ni,0.288,0,959433
1374,23,PrPdAl,III_IV,MoNiP (P-62m),Pr,0.915,0,836565,Al,0.601,0,942382,Pd,0.283,0,897816
1375,0,ThAsSe,III_IV,OTHER,Th,0.412,0,1726978,As,0.791,0,1726424,Se,0.711,0,1726701
1376,1,TmCuSn,III_IV,AsHgK (P63/mmc),Tm,0.712,0,870971,Cu,0,0,851552,Sn,0.403,0.412,925126
1377,2,CrNiAs,III_IV,MoNiP (P-62m),Cr,0.318,0,833758,Ni,0.166,0,960903,As,0.163,0,583308
1378,3,ThRhSb,I_II,Half Heusler (F-43m),Th,0.979,0,910750,Sb,0.771,,915841,Rh,0,0.967,886259
1379,4,ErNiSn,III_IV,MgSrSi (Pnma),Er,0.885,0,873948,Ni,0.062,0,960031,Sn,0.607,0,924821
1380,5,LiBeP,III_IV,OTHER,Li,0.722,0,1726939,Be,0.109,2.189,1726385,P,0.096,1.298,1726662
1381,6,ThNiSn,I_II,Half Heusler (F-43m),Th,1.008,0,912293,Ni,0,0.47,960977,Sn,0.787,0,923222
1382,7,WFeSi,III_IV,OTHER,Fe,0.032,0,957651,Si,0.688,0,580539,W,0.748,0,970396
1383,8,TmFeCu,III_IV,OTHER,Tm,1.07,0,871845,Fe,0.648,,958357,Cu,0.53,0,852112
1384,9,SrMnGe,III_IV,OTHER,Sr,1.189,0,975614,Mn,0.611,0,904748,Ge,0.502,0,869293
1385,10,YPtSb,I_II,Half Heusler (F-43m),Y,0.76,0,857622,Sb,0.538,0,917948,Pt,0,0.376,828025
1386,11,NbNiAl,III_IV,OTHER,Nb,0.862,0,918033,Al,0.858,0,1739825,Ni,0.095,0,961366
1387,12,UBiTe,III_IV,OTHER,U,0.402,0,875536,Bi,0.903,0,978398,Te,0.675,0,844243
1388,13,TmFeAl,III_IV,OTHER,Tm,1.206,0,869585,Al,0.72,,941563,Fe,0.406,,958284
1389,14,ErIrIn,III_IV,MoNiP (P-62m),Er,0.843,0,874284,In,0.739,0,888890,Ir,0.115,0,893205
1390,15,TiRuSi,III_IV,OTHER,Ti,0.849,0,993377,Si,0.598,0,579195,Ru,0.448,0,933720
1391,16,YCuPb,III_IV,LiGaGe (P63mc),Y,0.626,0,858164,Cu,0,0,852183,Pb,0.504,0.561,929018
1392,17,SmAgSi,III_IV,MoNiP (P-62m),Sm,0.734,0,577953,Si,0.18,0.724,581285,Ag,0.25,,938355
1393,18,NbZnAl,III_IV,OTHER,Nb,0.842,0,918474,Al,0.684,0,942837,Zn,0.571,0,915357
1394,19,MgYAg,III_IV,MoNiP (P-62m),Y,0.665,0,857129,Mg,0.538,0,842284,Ag,0.213,0,936785
1395,20,ZrCuGe,III_IV,MgSrSi (Pnma),Zr,0.647,0,987617,Cu,0.267,0,853997,Ge,0.395,0,869006
1396,0,CrCoB,III_IV,OTHER,Cr,0.92,0,833714,Co,0.506,0,861375,B,0.412,0,907974
1397,1,CaMgCd,III_IV,OTHER,Ca,0.499,0,879598,Mg,0.318,0,841571,Cd,0.189,0,986398
1398,2,KNaS,III_IV,MgSrSi (Pnma),K,0.429,2.044,1726706,Na,0.206,2.896,1726152,S,0.069,2.434,1726429
1399,3,VReB,III_IV,OTHER,V,1.431,0,838989,Re,1.388,0,972933,B,0.585,0,909328
1400,4,LaIrP,III_IV,OTHER,La,1.46,0,1726885,P,0.793,0,1726608,Ir,0.7,0,1726331
1401,5,TmPdSb,I_II,Half Heusler (F-43m),Tm,0.668,0,869555,Sb,0.404,0.515,915859,Pd,0,0.389,897702
1402,6,ZrCrFe,III_IV,OTHER,Zr,1.218,0,988100,Cr,0.881,0,835348,Fe,0.628,0,958157
1403,7,CeAgGe,III_IV,LiGaGe (P63mc),Ce,0.634,0,922846,Ag,0.198,,937712,Ge,0.138,0.786,869181
1404,8,GdAgSi,III_IV,MoNiP (P-62m),Gd,0.734,0,980934,Si,0.187,0.679,579408,Ag,0.254,,937325
1405,9,YbMgSi,III_IV,MgSrSi (Pnma),Yb,0.815,0,828606,Mg,0.416,0,843123,Si,0.097,0.923,580139
1406,10,TaNiGe,III_IV,MgSrSi (Pnma),Ta,0.692,0,961929,Ni,0.22,0,958913,Ge,0.639,0,867695
1407,11,TiFeAs,III_IV,MoNiP (P-62m),Ti,0.662,0,994046,Fe,0.154,0,957180,As,0.469,0,582292
1408,12,NaAuS,III_IV,OTHER,Na,0.756,0,1726728,Au,0.391,0,1726174,S,0.288,0,1726451
1409,13,NdRuSi,III_IV,OTHER,Nd,1.554,,967819,Si,0.789,0,579464,Ru,0.636,0,934418
1410,14,TmCuSi,III_IV,AsHgK (P63/mmc),Tm,0.88,0,871243,Cu,0.151,0,853974,Si,0.333,0.515,580935
1411,15,ZrVCo,III_IV,OTHER,Zr,1.198,0,987960,V,0.92,0,840036,Co,0.494,0,860582
1412,16,LaCdIn,III_IV,OTHER,La,0.481,0,831675,Cd,0.105,0,984814,In,0.146,0.262,888981
1413,17,LaRhP,III_IV,OTHER,La,1.242,0,1726951,P,0.598,0,1726674,Rh,0.511,0,1726397
1414,18,GdCdIn,III_IV,OTHER,Gd,0.467,0,979926,Cd,0.125,,985726,In,0.168,0.214,888188
1415,19,PrPdP,III_IV,AsHgK (P63/mmc),Pr,0.907,0,1726783,P,0.289,0.355,1726506,Pd,0.292,0.717,1726229
1416,20,MgAgAs,I_II,Half Heusler (F-43m),Mg,0.244,0,842311,Ag,0.134,0,937031,As,0.027,0.157,581944
1417,21,KMnSb,III_IV,OTHER,K,1.208,0,901339,Mn,0.518,0,904398,Sb,0.562,0.269,915884
1418,22,TbIrGe,III_IV,MgSrSi (Pnma),Tb,1.062,0,964692,Ge,0.592,0,867967,Ir,0.346,0,892807
1419,23,SrPtSb,III_IV,OTHER,Sr,1.05,0,975201,Sb,0.581,0,915750,Pt,0.247,0,566325
1420,0,TbNiP,III_IV,OTHER,Tb,1.097,0,1726755,Ni,0.283,0.795,1726201,P,0.489,0.393,1726478
1421,1,SmNiBi,I_II,Half Heusler (F-43m),Sm,0.847,0,578599,Ni,0,0.375,960217,Bi,0.605,,978485
1422,2,YbPdSi,III_IV,OTHER,Yb,1.067,0,829903,Si,0.563,0,579012,Pd,0.385,0,899353
1423,3,BaAgPb,III_IV,OTHER,Ba,0.638,0,865854,Ag,0.155,0,937534,Pb,0.35,0,929348
1424,4,ThCoAl,III_IV,MoNiP (P-62m),Th,1.23,0,911356,Al,0.891,0,941519,Co,0.236,0,860612
1425,5,ThCoGa,III_IV,MoNiP (P-62m),Th,1.04,0,911312,Ga,0.708,,951739,Co,0.189,0,859584
1426,6,YAgGe,III_IV,MoNiP (P-62m),Y,0.632,0,858936,Ag,0.222,0,936054,Ge,0.155,0.753,867837
1427,7,NbFeGa,III_IV,OTHER,Nb,0.875,0,919396,Ga,0.66,0,953448,Fe,0.324,0,958382
1428,8,ThPtAl,III_IV,MoNiP (P-62m),Th,0.993,0,911834,Al,0.733,0,943368,Pt,0.232,0,567546
1429,9,HfMnP,III_IV,MgSrSi (Pnma),Hf,1.286,0,1726850,Mn,0.701,0,1726296,P,0.542,0,1726573
1430,10,SrAgPb,III_IV,OTHER,Sr,0.597,0,975769,Ag,0.12,0,935877,Pb,0.309,0,929703
1431,11,NdNiBi,I_II,Half Heusler (F-43m),Nd,0.855,0,968795,Ni,0,0.527,959823,Bi,0.605,,979121
1432,12,PrPdBi,I_II,Half Heusler (F-43m),Pr,0.721,0,836687,Bi,0.431,,978162,Pd,0,0.509,898713
1433,13,HoIrSb,III_IV,MgSrSi (Pnma),Ho,0.875,0,890528,Sb,0.615,0,916591,Ir,0.053,0,894615
1434,14,TmPdPb,III_IV,MoNiP (P-62m),Tm,0.588,0,869794,Pd,0.033,,898121,Pb,0.469,,928633
1435,15,SmPdPb,III_IV,MoNiP (P-62m),Sm,0.652,0,576729,Pd,0.055,,899966,Pb,0.479,,929456
1436,16,HoRhSb,III_IV,MgSrSi (Pnma),Ho,0.836,0,890312,Sb,0.519,0,917687,Rh,0.047,0,886950
1437,17,NdPdAl,III_IV,MoNiP (P-62m),Nd,0.916,0,966919,Al,0.606,0,941520,Pd,0.282,0,897560
1438,18,URuGe,III_IV,OTHER,U,0.978,0,875348,Ge,0.706,0,868288,Ru,0.307,0,933589
1439,19,LuRuSi,III_IV,MgSrSi (Pnma),Lu,1.365,0,906478,Si,0.633,0,580389,Ru,0.504,0,935058
1440,20,TaCoSn,I_II,Half Heusler (F-43m),Ta,0.907,0,962578,Co,0,1.216,860863,Sn,1.111,0,925370
1441,0,CaMgSn,III_IV,MgSrSi (Pnma),Ca,0.615,0,879052,Mg,0.263,0,843523,Sn,0.104,0.797,925049
1442,1,SrAuIn,III_IV,MgSrSi (Pnma),Sr,0.615,0,974519,In,0.432,0,888844,Au,0.151,0,948387
1443,2,SrMgPt,III_IV,MgSrSi (Pnma),Sr,0.868,0,976246,Mg,0.557,0,841625,Pt,0.203,0,566390
1444,3,CaPtGa,III_IV,MgSrSi (Pnma),Ca,0.842,0,878446,Ga,0.453,0,951353,Pt,0.257,0,567448
1445,4,SrCdSn,III_IV,OTHER,Sr,0.577,0,976094,Cd,0.124,0,985968,Sn,0.126,0.434,924969
1446,5,PuCoAl,III_IV,MoNiP (P-62m),Pu,1.18,0,896029,Al,0.97,0,943278,Co,0.361,0,860817
1447,6,GdMgIn,III_IV,MoNiP (P-62m),Gd,0.605,0,981211,Mg,0.339,0,842579,In,0.193,0,887663
1448,7,EuAgSb,III_IV,AsHgK (P63/mmc),Eu,0.621,,940332,Ag,0.056,0,938313,Sb,0.18,1.015,915732
1449,8,YPdSb,I_II,Half Heusler (F-43m),Y,0.694,0,856780,Sb,0.38,0.559,915621,Pd,0,0.375,898503
1450,9,ScAuAl,III_IV,OTHER,Sc,0.675,0,563892,Al,0.431,0,943435,Au,0.164,0,947857
1451,10,TbPdZn,III_IV,MoNiP (P-62m),Tb,0.639,0,965116,Zn,0.392,,915094,Pd,0.187,0,899903
1452,11,DyCoSn,III_IV,MgSrSi (Pnma),Dy,0.959,,926788,Co,0.146,0,859924,Sn,0.589,0,925274
1453,12,NbRhGe,III_IV,MgSrSi (Pnma),Nb,0.621,0,919977,Ge,0.551,0,869259,Rh,0.055,0.801,885116
1454,13,PrTiGe,III_IV,OTHER,Pr,1.202,0,837515,Ti,0.814,0,992664,Ge,0.419,0,867901
1455,14,ErSnGe,III_IV,OTHER,Er,0.47,0,873304,Sn,0.592,0,924189,Ge,0.4,0,868000
1456,15,PrIrGe,III_IV,MgSrSi (Pnma),Pr,1.126,0,836891,Ge,0.63,0,869091,Ir,0.379,0,892989
1457,16,ScIrGe,III_IV,MgSrSi (Pnma),Sc,0.84,0,564261,Ge,0.499,0,868746,Ir,0.275,0,894791
1458,17,UFeCo,III_IV,OTHER,U,0.683,0,875152,Fe,0.456,0,1726214,Co,0.511,0,861193
1459,18,TmPdGa,III_IV,MgSrSi (Pnma),Tm,0.72,0,871523,Ga,0.456,,951639,Pd,0.221,,898742
1460,19,ThMnAl,III_IV,OTHER,Th,1.078,0,910989,Mn,0.334,,904063,Al,0.585,0,942698
