,Unnamed: 0,Composition,Type,Experimental Structure,EP 1 element,EP 1 Ehull (eV/atom),EP 1 band gap (eV),EP 1 Entry id,EP 2 element,EP 2 Ehull (eV/atom),EP 2 band gap (eV),EP 2 Entry id,EP 3 element,EP 3 Ehull (eV/atom),EP 3 band gap (eV),EP 3 Entry id
1461,20,UCuGa,III_IV,AsHgK (P63/mmc),U,1.032,0,876196,Ga,0.625,0,951831,Cu,0.364,0,853558
1462,21,HoPdZn,III_IV,MoNiP (P-62m),Ho,0.631,0,890990,Zn,0.391,,915377,Pd,0.18,0,899387
1463,22,HfCoSb,I_II,Half Heusler (F-43m),Hf,0.925,0,864137,Co,0,1.21,859988,Sb,0.946,0,915857
1464,0,ZrNbSi,III_IV,OTHER,Zr,1.551,0,988646,Nb,1.329,0,920438,Si,0.504,0,579738
1465,1,YbNiSb,I_II,Half Heusler (F-43m),Yb,0.962,0,830921,Ni,0.108,0,958940,Sb,0.526,0,916417
1466,2,SmZnGa,III_IV,AsHgK (P63/mmc),Sm,0.612,0,577482,Zn,0.159,,913725,Ga,0.201,,952045
1467,3,NdPtGa,III_IV,MgSrSi (Pnma),Nd,0.791,0,967903,Ga,0.517,,951856,Pt,0.251,0,567310
1468,4,NdPdIn,III_IV,MoNiP (P-62m),Nd,0.746,0,966607,In,0.599,0,887842,Pd,0.17,,897854
1469,5,CeMgPd,III_IV,MoNiP (P-62m),Ce,0.801,0,920559,Mg,0.65,0,841732,Pd,0.173,0,899303
1470,6,DyAsS,III_IV,OTHER,Dy,0.75,0,1726756,As,1.072,0,1726202,S,0.832,0,1726479
1471,7,MgNiSb,I_II,Half Heusler (F-43m),Mg,0.619,0,843702,Ni,0,0,960562,Sb,0.369,0,917382
1472,8,TbPtSi,III_IV,MgSrSi (Pnma),Tb,1.039,0,965883,Si,0.51,0,580930,Pt,0.347,0,568292
1473,9,ZrCoAl,III_IV,OTHER,Zr,1.078,0,988049,Al,0.862,0,942283,Co,0.291,0,861341
1474,10,TbRhSn,III_IV,MoNiP (P-62m),Tb,0.933,0,964637,Sn,0.681,0,924206,Rh,0.172,0,885906
1475,11,NdAuPb,III_IV,AsHgK (P63/mmc),Nd,0.511,0,968666,Pb,0.344,,928754,Au,0,,947997
1476,12,TiNiSb,I_II,Half Heusler (F-43m),Ti,0.494,0,994500,Ni,0.046,0,960239,Sb,0.515,0,915489
1477,13,TmPS,III_IV,OTHER,Tm,0.804,0,1726900,P,1.09,0,1726346,S,0.976,0,1726623
1478,14,YbPdAs,III_IV,MoNiP (P-62m),Yb,0.77,0,829908,As,0.298,0,581569,Pd,0.2,0,897538
1479,15,CeSiGe,III_IV,OTHER,Ce,0.768,,921440,Si,0.513,0,580739,Ge,0.58,0,868029
1480,16,MgBeB,III_IV,OTHER,Mg,1.36,0,841485,Be,0.738,0,931151,B,0.478,0,908427
1481,17,DyRhZn,III_IV,MgSrSi (Pnma),Dy,0.797,0,926840,Zn,0.452,,913122,Rh,0.215,0,885430
1482,18,PrScSb,III_IV,OTHER,Pr,1.014,0,837484,Sc,0.761,0,564808,Sb,0.345,0,915443
1483,19,MgYAl,III_IV,MoNiP (P-62m),Y,0.712,0,858678,Mg,0.419,0,842772,Al,0.222,0,941903
1484,20,YMnCo,III_IV,OTHER,Y,1.117,0,859034,Mn,0.646,0,904447,Co,0.383,0,860055
1485,21,ErAgGe,III_IV,MoNiP (P-62m),Er,0.612,0,874268,Ag,0.212,0,936958,Ge,0.154,0.515,867351
1486,22,ErMnAl,III_IV,OTHER,Er,1.002,0,872656,Mn,0.504,0,904766,Al,0.653,0,943155
1487,23,PrCuIn,III_IV,MoNiP (P-62m),Pr,0.665,0,838417,In,0.498,0,889802,Cu,0.083,0,851681
1488,0,ErGaSb,III_IV,phase_separating,Er,0.472,0,872515,Ga,0.509,,951260,Sb,0.579,0,917330
1489,1,AuGaAs,III_IV,phase_separating,Ga,0.304,0,951370,As,0.346,0,582179,Au,0.224,0,948437
1490,2,MgAgCd,III_IV,phase_separating,Mg,0.278,0,843722,Cd,0.253,0,984931,Ag,0.128,0,938386
1491,3,VCrW,III_IV,phase_separating,V,1.091,0,839316,Cr,0.793,0,833752,W,1.08,0,969806
1492,4,AgAsTe,III_IV,phase_separating,Ag,0.308,0,937400,Te,0.455,0,844867,As,0.39,0,583471
1493,5,LiMgSi,III_IV,phase_separating,Li,0.342,0,879728,Mg,0.381,0,843686,Si,0.184,0,580936
1494,6,ZrFeB,III_IV,phase_separating,Zr,1.666,0,987740,Fe,1.119,0,958532,B,0.508,0,909475
1495,7,ZnInPb,III_IV,phase_separating,Zn,0.092,0,913210,In,0.215,0,887330,Pb,0.246,0,929779
1496,8,TlPbTe,III_IV,phase_separating,Tl,0.409,0,575767,Te,0.266,0,844264,Pb,0.296,0,930386
1497,9,ErCoB,III_IV,phase_separating,Er,1.603,0,872052,Co,0.92,0,859467,B,0.625,0,909973
1498,10,PdInSn,III_IV,phase_separating,In,0.4,0,888180,Sn,0.359,0,923156,Pd,0,0,898855
1499,11,CeCoCu,III_IV,phase_separating,Ce,0.939,0,921713,Co,0.405,0,861730,Cu,0.493,0,852225
1500,12,CuHgSn,III_IV,phase_separating,Cu,0.103,0,853441,Sn,0.315,0,925076,Hg,0.324,0,945111
1501,13,CdTlTe,III_IV,phase_separating,Tl,0.381,0,575834,Cd,0.195,0,986621,Te,0.247,0,845223
1502,14,CeGdSi,III_IV,phase_separating,Ce,1.043,,922000,Gd,0.945,,980505,Si,0.131,0,580094
1503,15,HoCuB,III_IV,phase_separating,Ho,1.355,0,891267,Cu,0.836,0,852399,B,0.519,,908349
1504,16,YNiB,III_IV,phase_separating,Y,1.402,0,858066,Ni,0.86,0,960972,B,0.598,0,909560
1505,17,AuCdTe,III_IV,phase_separating,Cd,0.357,0,986680,Te,0.403,0,846149,Au,0.243,0,948149
1506,18,MoMnB,III_IV,phase_separating,Mn,0.972,0,903327,B,0.477,0,908210,Mo,1.312,0,884230
1507,19,CeMgSi,III_IV,phase_separating,Ce,0.721,0,920618,Mg,0.511,0,842474,Si,0.169,0,580669
1508,20,HfPdPt,III_IV,phase_separating,Hf,0.403,0,864092,Pd,0.559,0,899336,Pt,0.436,0,568406
1509,21,CdPbTe,III_IV,phase_separating,Cd,0.352,0,986420,Te,0.335,0,845145,Pb,0.295,0,930254
1510,22,LaCeSi,III_IV,phase_separating,La,0.881,0,832254,Ce,0.795,,920719,Si,0.083,0,580019
1511,23,ScMoSi,III_IV,phase_separating,Sc,1.538,0,565106,Si,0.496,0,580917,Mo,0.997,0,882812
1512,0,ZnSnAs,III_IV,phase_separating,Zn,0.244,0,915246,Sn,0.38,0,923733,As,0.287,0,582840
1513,1,SmFeSn,III_IV,phase_separating,Sm,1.128,0,578082,Fe,0.417,0,958560,Sn,0.631,0,923966
1514,2,UFeB,III_IV,phase_separating,U,1.409,0,875277,Fe,0.809,0,958852,B,0.616,0,909761
1515,3,DyCrSi,III_IV,phase_separating,Dy,1.168,0,926822,Cr,0.668,0,834186,Si,0.533,0,580971
1516,4,GdFeB,III_IV,phase_separating,Gd,1.746,0,980067,Fe,1.093,0,957316,B,0.691,,909498
1517,5,AuInAs,III_IV,phase_separating,In,0.296,0,887472,As,0.279,0,581760,Au,0.16,0,948412
1518,6,UAgSn,III_IV,phase_separating,U,0.724,0,875816,Ag,0.318,0,937647,Sn,0.524,0,924597
1519,7,PbSbTe,III_IV,phase_separating,Sb,0.406,0,917406,Te,0.53,0,844408,Pb,0.497,0,929029
1520,8,CeYMn,III_IV,phase_separating,Ce,0.976,0,921406,Y,0.923,0,858450,Mn,0.43,0,904420
1521,9,CuAgAu,III_IV,phase_separating,Cu,0.209,0,853150,Ag,0.415,0,937344,Au,0.333,0,948593
1522,10,YReSi,III_IV,phase_separating,Y,1.903,0,857449,Re,0.967,0,973350,Si,0.709,0,580751
1523,11,RhGaAs,III_IV,phase_separating,Ga,0.609,0,953423,As,0.582,0,583448,Rh,0.166,0,887092
1524,12,NbCrMo,III_IV,phase_separating,Nb,1.218,0,919924,Cr,0.718,0,835075,Mo,1.035,0,884743
1525,13,CeMnCu,III_IV,phase_separating,Ce,1.059,0,921009,Mn,0.587,0,905182,Cu,0.451,0,853348
1526,14,ErFeGe,III_IV,phase_separating,Er,1.124,0,873583,Fe,0.462,0,957414,Ge,0.427,0,867087
1527,15,CoGaSb,III_IV,phase_separating,Ga,0.721,0,953593,Co,0.072,0,859731,Sb,0.722,0,916433
1528,16,NdAgGe,III_IV,phase_separating,Nd,0.639,0,968845,Ag,0.205,,935920,Ge,0.144,0.859,867459
1529,17,VCrMo,III_IV,phase_separating,V,1.001,0,840685,Cr,0.754,0,833855,Mo,1.032,0,882899
1530,18,PdPtSn,III_IV,phase_separating,Sn,0.167,0,925429,Pd,0.3,0,899104,Pt,0.173,0,566998
1531,19,GdFeRu,III_IV,phase_separating,Gd,1.203,0,979591,Fe,0.539,,957205,Ru,0.554,0,935049
1532,20,HfMnNi,III_IV,phase_separating,Hf,1,0,863359,Mn,0.767,0,903277,Ni,0.478,0,960974
1533,21,FeGeTe,III_IV,phase_separating,Fe,0.291,0,957303,Ge,0.858,0,867491,Te,0.846,0,845467
1534,22,AgAlSn,III_IV,phase_separating,Al,0.089,0,942270,Ag,0.08,0,936894,Sn,0.182,0,925158
1535,23,GdVB,III_IV,phase_separating,Gd,1.959,0,980606,V,1.61,0,839735,B,0.875,,909027
1536,24,InPbTe,III_IV,phase_separating,In,0.363,0,889290,Te,0.325,0,844196,Pb,0.331,0,928971
1537,0,FeCuSi,III_IV,phase_separating,Fe,0.521,0,958151,Cu,0.614,0,852826,Si,0.377,0,581332
1538,1,NbVGe,III_IV,phase_separating,Nb,1.085,0,918776,V,0.938,0,839109,Ge,0.632,0,868781
1539,2,InGaSb,III_IV,phase_separating,In,0.239,0,887848,Ga,0.207,0,951929,Sb,0.214,0,916007
1540,3,PrNiB,III_IV,phase_separating,Pr,1.427,0,837618,Ni,0.902,,959565,B,0.704,,909363
1541,4,CdHgTe,III_IV,phase_separating,Cd,0.237,0.569,986248,Hg,0.431,0,945597,Te,0.326,0,845906
1542,5,YMoB,III_IV,phase_separating,Y,2.233,0,857330,B,0.717,0,909570,Mo,1.723,0,884288
1543,6,AuGeTe,III_IV,phase_separating,Ge,0.308,0,869097,Te,0.365,0,844521,Au,0.176,0,947068
1544,7,TiVMo,III_IV,phase_separating,Ti,1.054,0,992324,V,0.71,0,839351,Mo,0.696,0,884278
1545,8,CdHgTl,III_IV,phase_separating,Tl,0.119,0,575835,Cd,0.079,0,986640,Hg,0.065,0,944915
1546,9,GdCoSb,III_IV,phase_separating,Gd,1.007,,981714,Co,0.186,0,860523,Sb,0.711,0,917276
1547,10,ReAlSi,III_IV,phase_separating,Al,1.035,0,941789,Re,0.61,0,973112,Si,0.55,0,580946
1548,11,VCuAl,III_IV,phase_separating,Al,0.728,0,941738,V,0.838,0,839538,Cu,0.422,0,853466
1549,12,DyVSi,III_IV,phase_separating,Dy,1.276,0,926183,V,0.862,0,839299,Si,0.582,0,580622
1550,13,AuSiTe,III_IV,phase_separating,Si,0.459,0,581142,Te,0.6,0,845714,Au,0.414,0,947043
1551,14,ZnPbTe,III_IV,phase_separating,Zn,0.394,0,914852,Te,0.437,0,843880,Pb,0.39,0.262,928249
1552,15,ZnSnPb,III_IV,phase_separating,Zn,0.065,0,914293,Sn,0.164,0,923116,Pb,0.249,0,929581
1553,16,ScFeGa,III_IV,phase_separating,Sc,0.987,0,564975,Ga,0.509,0,952899,Fe,0.407,0,956750
1554,17,NdSbTe,III_IV,phase_separating,Nd,0.573,,967369,Sb,0.774,0,915928,Te,0.721,0,844562
1555,18,HoFeSb,III_IV,phase_separating,Ho,1.064,0,890225,Fe,0.394,0,958514,Sb,0.663,0,916843
1556,19,ErNiB,III_IV,phase_separating,Er,1.392,0,873402,Ni,0.841,,959151,B,0.58,0,909492
1557,20,GaPbSb,III_IV,phase_separating,Ga,0.237,0,951753,Sb,0.211,0,915865,Pb,0.313,0,928742
1558,21,AgCdSn,III_IV,phase_separating,Cd,0.128,0,985724,Ag,0.009,0,937748,Sn,0.096,0,925507
1559,22,HoMoB,III_IV,phase_separating,Ho,2.199,0,890555,B,0.678,0,910155,Mo,1.687,0,883071
1560,23,DyCrB,III_IV,phase_separating,Dy,1.66,0,927825,Cr,1.321,0,833964,B,0.698,,909836
1561,24,TlAsTe,III_IV,phase_separating,Tl,0.668,0,575315,Te,0.545,0,845203,As,0.41,0,828152
1562,25,CeCoZn,III_IV,phase_separating,Ce,0.887,0,920848,Zn,0.552,,913564,Co,0.264,0,860522
1563,0,YPdIn,III_IV,MoNiP (P-62m),Y,0.737,0,856702,In,0.608,0,887507,Pd,0.206,0,897985
1564,1,HoNiPb,III_IV,MgSrSi (Pnma),Ho,0.748,0,892294,Ni,0.027,0,959970,Pb,0.552,,930251
1565,2,TmIrAl,III_IV,MgSrSi (Pnma),Tm,1.171,0,870717,Al,0.748,,941577,Ir,0.283,0,894383
1566,3,PrIrSn,III_IV,MoNiP (P-62m),Pr,1.068,0,837327,Sn,0.782,0,925322,Ir,0.225,0,892787
1567,4,MgIrB,III_IV,OTHER,Mg,1.615,0,843575,B,0.361,0,909107,Ir,0.937,0,892818
1568,5,LiCaGe,III_IV,MgSrSi (Pnma),Li,0.303,0,881352,Ca,0.646,0,878236,Ge,0.274,0,867672
1569,6,CePtPb,III_IV,MoNiP (P-62m),Ce,0.72,0,920861,Pt,0.072,0,566366,Pb,0.588,,928506
1570,7,HoNiSi,III_IV,MgSrSi (Pnma),Ho,1.11,0,892172,Si,0.568,0,580944,Ni,0.289,0,961360
1571,8,ThCoGe,III_IV,OTHER,Th,1.019,0,912075,Co,0.08,0,859271,Ge,0.589,0,867396
1572,9,PrPtPb,III_IV,MoNiP (P-62m),Pr,0.705,0,836517,Pt,0.065,0,567887,Pb,0.583,,929254
1573,10,CeAlSi,III_IV,OTHER,Ce,0.905,0,921999,Al,0.666,,942167,Si,0.499,0,581211
1574,11,YbRhSb,III_IV,MgSrSi (Pnma),Yb,0.976,0,828959,Sb,0.555,0,917590,Rh,0.169,0,884814
1575,12,LaIrSn,III_IV,MoNiP (P-62m),La,1.103,0,832212,Sn,0.827,0,923619,Ir,0.228,0,893550
1576,13,TbNiPb,III_IV,MgSrSi (Pnma),Tb,0.76,0,966415,Ni,0.035,0,959811,Pb,0.557,,930148
1577,14,YbRhAl,III_IV,MgSrSi (Pnma),Yb,1.188,0,828604,Al,0.633,0,943149,Rh,0.291,0,884774
1578,15,PrIrSb,III_IV,MgSrSi (Pnma),Pr,1.06,0,836852,Sb,0.699,0,917658,Ir,0.166,0,893662
1579,16,DyPdAs,III_IV,MgSrSi (Pnma),Dy,0.662,,927036,As,0.213,0.245,581621,Pd,0.098,0.254,899658
1580,17,TbPdAs,III_IV,MgSrSi (Pnma),Tb,0.674,0,965382,As,0.214,0.244,828195,Pd,0.099,0.245,898685
1581,18,DyNiPb,III_IV,MgSrSi (Pnma),Dy,0.752,0,928075,Ni,0.03,0,959988,Pb,0.554,,930680
1582,19,EuIrP,III_IV,OTHER,Eu,1.758,0,1726828,P,0.918,0,1726551,Ir,0.887,0,1726274
1583,20,PrSbSe,III_IV,OTHER,Pr,0.743,0,1726883,Sb,0.953,0,1726329,Se,0.731,0,1726606
1584,0,CeMgGa,III_IV,MoNiP (P-62m),Ce,0.643,0,922897,Mg,0.384,0,843040,Ga,0.11,,952971
1585,1,SrMgSn,III_IV,MgSrSi (Pnma),Sr,0.711,0,976186,Mg,0.262,0,842826,Sn,0.143,1.013,923357
1586,2,NdRhSn,III_IV,MoNiP (P-62m),Nd,0.994,,967182,Sn,0.702,0,923217,Rh,0.2,0,886247
1587,3,BaCuBi,III_IV,AsHgK (P63/mmc),Ba,0.88,0,865668,Cu,0.19,0,851969,Bi,0.454,0.239,979148
1588,4,BaZnSn,III_IV,AsHgK (P63/mmc),Ba,0.712,0,865681,Zn,0.156,0,914063,Sn,0.314,0,924265
1589,5,SmScGe,III_IV,OTHER,Sm,1.062,0,578721,Sc,0.909,0,565643,Ge,0.2,0,869346
1590,6,CeOsIr,III_IV,OTHER,Ce,1.805,0,920903,Ir,1.023,0,894734,Os,1.002,0,571719
1591,7,ErIrSn,III_IV,MoNiP (P-62m),Er,0.928,0,873109,Sn,0.734,0,924670,Ir,0.145,0,893570
1592,8,PrMgRh,III_IV,MgSrSi (Pnma),Pr,0.912,0,838520,Mg,0.714,0,843661,Rh,0.184,0,886110
1593,9,LiBaSi,III_IV,OTHER,Ba,0.759,0,866684,Li,0.373,0,879683,Si,0.337,0,581111
1594,10,CeAlGa,III_IV,OTHER,Ce,0.708,0,921177,Al,0.373,,942721,Ga,0.256,,953516
1595,11,TmAgGe,III_IV,MoNiP (P-62m),Tm,0.602,0,871716,Ag,0.211,0,936652,Ge,0.154,0.654,868274
1596,12,MnIrGa,I_II,Half Heusler (F-43m),Mn,0.35,0,903613,Ga,0.377,0,952566,Ir,0.238,0,892568
1597,13,CePtCd,III_IV,MoNiP (P-62m),Ce,0.651,0,920942,Cd,0.578,0,984746,Pt,0.114,0,567988
1598,14,TiFeGe,III_IV,OTHER,Ti,0.784,0,993708,Fe,0.294,0,957650,Ge,0.447,0,867688
1599,15,TbNiIn,III_IV,MoNiP (P-62m),Tb,0.848,0,965255,In,0.714,0,889250,Ni,0.159,,959671
1600,16,LiBaSb,III_IV,AsHgK (P63/mmc),Ba,0.641,0.959,865522,Li,0.172,0.751,881290,Sb,0.186,1.873,917633
1601,17,NdMgGa,III_IV,MoNiP (P-62m),Nd,0.663,0,968900,Mg,0.415,0,842483,Ga,0.119,,951413
1602,18,UPtAl,III_IV,MoNiP (P-62m),U,1.01,0,876060,Al,0.775,0,943007,Pt,0.325,0,566465
1603,19,YbAgCd,III_IV,OTHER,Yb,0.404,0,830941,Cd,0.257,,984993,Ag,0.12,,937821
1604,20,NdAuSb,III_IV,OTHER,Nd,0.39,0,967845,Sb,0.439,0,915979,Au,0.155,,946796
1605,21,LaPtGe,III_IV,OTHER,La,0.916,0,831849,Ge,0.515,0,869177,Pt,0.294,0,567338
1606,22,CeIrSb,III_IV,MgSrSi (Pnma),Ce,1.086,,921194,Sb,0.714,0,915914,Ir,0.184,0,892486
1607,23,SrAgBi,III_IV,AsHgK (P63/mmc),Sr,0.567,0,975008,Ag,0.055,0,936433,Bi,0.171,0.292,978270
1608,0,LaZnIn,III_IV,AsHgK (P63/mmc),La,0.564,0,832653,Zn,0.044,0,913242,In,0.283,0,888252
1609,1,TiCrP,III_IV,MoNiP (P-62m),Ti,1.178,0,1726903,Cr,0.86,0,1726349,P,0.495,0,1726626
1610,2,CoNiGe,III_IV,OTHER,Co,0.272,0,859690,Ni,0.32,0,960650,Ge,0.17,0,866977
1611,3,ZrSeS,III_IV,OTHER,Zr,0.335,0,1726774,Se,1.057,0,1726497,S,0.899,0,1726220
1612,4,SmRhZn,III_IV,MgSrSi (Pnma),Sm,0.817,0,577542,Zn,0.456,,914427,Rh,0.216,0,885596
1613,5,ErPdGa,III_IV,MgSrSi (Pnma),Er,0.724,0,874076,Ga,0.456,,952422,Pd,0.225,,899440
1614,6,TbAgGe,III_IV,MoNiP (P-62m),Tb,0.631,0,966289,Ag,0.214,,936246,Ge,0.154,0.746,868102
1615,7,KHgAs,III_IV,AsHgK (P63/mmc),K,0.747,0,901230,Hg,0.29,0,945456,As,0.224,0,583022
1616,8,GdMgPb,III_IV,OTHER,Gd,0.419,0,979435,Mg,0.336,0,841588,Pb,0.191,,928559
1617,9,ZrAuGa,III_IV,OTHER,Zr,0.496,0,987725,Ga,0.28,0,953600,Au,0.067,0.651,946524
1618,10,HoFeNi,III_IV,OTHER,Ho,1.139,0,891332,Fe,0.626,,958366,Ni,0.482,0,960308
1619,11,YbPdGa,III_IV,MgSrSi (Pnma),Yb,0.745,0,830630,Ga,0.407,0,951321,Pd,0.21,0,898190
1620,12,ZrRhSb,I_II,Half Heusler (F-43m),Zr,0.789,0,987440,Sb,0.722,0,915705,Rh,0,1.52,886809
1621,13,URuGa,III_IV,MoNiP (P-62m),U,0.992,0,875052,Ga,0.75,0,952635,Ru,0.31,0,935342
1622,14,MoAlGe,III_IV,OTHER,Al,0.897,0,942601,Ge,0.648,0,868829,Mo,0.657,0,884197
1623,15,NbCrCo,III_IV,OTHER,Nb,0.932,0,918200,Cr,0.891,0,835693,Co,0.59,0,861738
1624,16,YCuSn,III_IV,AsHgK (P63/mmc),Y,0.731,0,858199,Cu,0.007,0,852673,Sn,0.398,0.557,923918
1625,17,HfAuGa,III_IV,OTHER,Hf,0.459,0,862477,Ga,0.296,0,952053,Au,0.029,0.758,948500
1626,18,TmPdIn,III_IV,MoNiP (P-62m),Tm,0.717,0,869479,In,0.617,0,887738,Pd,0.155,,897729
1627,19,SmRhGe,III_IV,MgSrSi (Pnma),Sm,1.02,0,578344,Ge,0.552,0,868411,Rh,0.331,0,886837
1628,20,NbCrNi,III_IV,OTHER,Nb,0.965,0,919831,Cr,0.946,0,836156,Ni,0.673,0,961423
1629,21,BaCdSn,III_IV,OTHER,Ba,0.622,0,866181,Cd,0.162,0,985631,Sn,0.174,0.239,923502
1630,0,PrCoNi,III_IV,OTHER,Pr,0.989,0,836311,Co,0.526,0,860802,Ni,0.531,,960657
1631,1,HoMgPt,III_IV,MoNiP (P-62m),Ho,0.823,0,891903,Mg,0.75,0,841878,Pt,0.128,0,567211
1632,2,TbCoSn,III_IV,MgSrSi (Pnma),Tb,0.973,0,965138,Co,0.158,0,860345,Sn,0.595,0,925227
1633,3,NdAgSi,III_IV,OTHER,Nd,0.728,0,968152,Si,0.171,0.848,579502,Ag,0.243,,936971
1634,4,EuAgP,III_IV,AsHgK (P63/mmc),Eu,0.766,0,1726959,Ag,0.27,0.668,1726405,P,0.13,0.84,1726682
1635,5,TiNiP,III_IV,MgSrSi (Pnma),Ti,0.697,0,1726720,Ni,0.347,0,1726166,P,0.392,0,1726443
1636,6,TiCoGe,III_IV,MoNiP (P-62m),Ti,0.709,0,993867,Co,0.116,0,860518,Ge,0.498,0,868973
1637,7,LaRhSi,III_IV,OTHER,La,1.271,0,833622,Si,0.713,0,580413,Rh,0.465,0,884939
1638,8,ZrVCr,III_IV,OTHER,Zr,1.484,0,987699,V,0.91,0,840583,Cr,0.714,0,835016
1639,9,TmCuPb,III_IV,LiGaGe (P63mc),Tm,0.609,0,870935,Cu,0,0,852129,Pb,0.37,,930242
1640,10,UFeNi,III_IV,OTHER,U,0.766,0,875998,Fe,0.457,0,957656,Ni,0.556,0,960876
1641,11,HfIrAl,III_IV,OTHER,Hf,0.939,0,863066,Al,0.814,0,943325,Ir,0.24,0,893442
1642,12,OsPS,III_IV,OTHER,P,1.254,0,1726232,Os,0.448,0,1726786,S,1.503,0,1726509
1643,13,EuCuSb,III_IV,AsHgK (P63/mmc),Eu,0.849,,938808,Cu,0.071,0,853971,Sb,0.379,0.92,915586
1644,14,NaLiS,III_IV,OTHER,Na,0.45,3.003,1726226,Li,0.199,3.851,1726780,S,0.08,3.399,1726503
1645,15,YCoSn,III_IV,MgSrSi (Pnma),Y,0.968,0,857780,Co,0.167,0,860331,Sn,0.59,0,924895
1646,16,PtSiSb,III_IV,OTHER,Si,0.599,0,579884,Sb,0.824,0,917318,Pt,0.304,0,567806
1647,17,BaMgPb,III_IV,OTHER,Ba,0.653,0,864415,Mg,0.225,0,842971,Pb,0.158,0,928945
1648,18,GdMgGa,III_IV,MoNiP (P-62m),Gd,0.7,0,981683,Mg,0.472,0,843604,Ga,0.138,,951567
1649,19,ZrVAl,III_IV,OTHER,Zr,1.114,0,988930,Al,0.738,0,942376,V,0.824,0,840889
1650,20,UPdIn,III_IV,MoNiP (P-62m),U,0.963,0,874594,In,0.869,0,889093,Pd,0.325,0,898341
1651,21,OsAsP,III_IV,OTHER,As,1.259,0,1726353,P,1.036,0,1726630,Os,0.418,0,1726907
1652,22,GdAgGe,III_IV,MoNiP (P-62m),Gd,0.635,0,981632,Ag,0.213,,936186,Ge,0.153,0.698,867366
1653,23,NbSnSb,III_IV,OTHER,Nb,0.564,0,920037,Sn,1.025,0,925183,Sb,0.86,0,915740
1654,0,TbMnGe,III_IV,MgSrSi (Pnma),Tb,1.016,0,965386,Mn,0.525,,903026,Ge,0.375,0,868544
1655,1,LuPtSb,I_II,Half Heusler (F-43m),Lu,0.715,0,906184,Sb,0.587,0,916538,Pt,0,0.265,828023
1656,2,GdPdP,III_IV,AsHgK (P63/mmc),Gd,0.806,0,1726733,P,0.213,0.228,1726456,Pd,0.228,0.789,1726179
1657,3,PrZnIn,III_IV,AsHgK (P63/mmc),Pr,0.556,0,837767,Zn,0.062,,913024,In,0.297,0,889030
1658,4,YbCuPb,III_IV,AsHgK (P63/mmc),Yb,0.674,0,830042,Cu,0.096,0,853721,Pb,0.417,0,929862
1659,5,EuCdGe,III_IV,MgSrSi (Pnma),Eu,0.619,,939857,Cd,0.223,0,984982,Ge,0.049,0.49,868556
1660,6,NdMnGa,III_IV,OTHER,Nd,0.95,0,966687,Mn,0.521,0,903834,Ga,0.473,0,953221
1661,7,CeCuCd,III_IV,MoNiP (P-62m),Ce,0.568,0,922473,Cd,0.456,0,986975,Cu,0.131,0,853396
1662,8,GdZnSn,III_IV,OTHER,Gd,0.519,,980708,Zn,0.182,0,914862,Sn,0.421,0,923348
1663,9,HoPdTl,III_IV,OTHER,Ho,0.586,0,890522,Tl,0.54,0,576297,Pd,0.146,,898661
1664,10,VRuSb,I_II,Half Heusler (F-43m),V,0.389,0,840456,Sb,0.699,0,915661,Ru,0.063,0.284,934463
1665,11,TaVCu,III_IV,OTHER,Ta,1.148,0,962188,V,1.138,0,839477,Cu,0.768,0,851528
1666,12,YbRhSn,III_IV,MoNiP (P-62m),Yb,0.972,0,829160,Sn,0.573,0,925255,Rh,0.157,0,886090
1667,13,NbRuP,III_IV,MgSrSi (Pnma),Nb,0.853,0,1726873,P,0.531,0,1726596,Ru,0.286,0.513,1726319
1668,14,NdPdTl,III_IV,MoNiP (P-62m),Nd,0.601,0,967190,Tl,0.516,0,574324,Pd,0.134,,897542
1669,15,HoRhZn,III_IV,MgSrSi (Pnma),Ho,0.791,0,891062,Zn,0.451,,915131,Rh,0.214,0,886609
1670,16,MgYZn,III_IV,MoNiP (P-62m),Y,0.697,0,858489,Mg,0.532,0,843555,Zn,0.214,0,913793
1671,17,CePdBi,I_II,Half Heusler (F-43m),Ce,0.73,0,921028,Bi,0.43,,977206,Pd,0,0.327,899693
1672,18,YbPdTl,III_IV,MoNiP (P-62m),Yb,0.522,0,829169,Tl,0.4,0,573901,Pd,0.092,0,898919
1673,19,BaAuSi,III_IV,OTHER,Ba,1.067,0,866157,Si,0.616,0,579604,Au,0.571,0,946139
1674,0,GdRhZn,III_IV,MgSrSi (Pnma),Gd,0.808,0,980524,Zn,0.454,,914825,Rh,0.216,0,885008
1675,1,RbMnBi,III_IV,OTHER,Rb,1.308,0,991303,Mn,0.629,0,904923,Bi,0.703,0,977312
1676,2,TbCuTl,III_IV,OTHER,Tb,0.583,0,965479,Tl,0.444,0,573938,Cu,0.082,0,852301
1677,3,DyAuPb,I_II,Half Heusler (F-43m),Dy,0.472,0,927771,Pb,0.365,,928819,Au,0,,947194
1678,4,YbPtGe,III_IV,MgSrSi (Pnma),Yb,0.936,0,829290,Ge,0.476,0,868482,Pt,0.3,0,567640
1679,5,YbZnGa,III_IV,OTHER,Yb,0.632,0,829657,Zn,0.214,,913536,Ga,0.27,0,953272
1680,6,LuFeAl,III_IV,OTHER,Lu,1.204,0,905373,Al,0.728,0,942469,Fe,0.4,0,957154
